,МАРКА,t вып-обр,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,расход газ  N2,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл  ферванит,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
3998,Э76ХФ,15.0,21.216666699999998,47.5166667,3.0887661,0.41067200000000004,0.14563800000000002,0.213627,0.154371,0.039767500000000004,1591.0,1592.0,6.7330277999999995,12.753919450000001,12932.2859387,113.3,10.612,9.586500000000001,0.22,0.05,0.429,0.053,0.02,0.050022000000000004,0.146,0.025174000000000002,4573.0,0.001,0.428,0.295,0.602,0.006999999999999999,0.008,0.07,0.006999999999999999,0.018000000000000002,0.43700000000000006,0.002,0.002,0.003,0.75,0.0005,0.418,0.10099999999999999,0.787,0.006,0.01,0.07,0.008,0.015,0.56,0.003,0.036000000000000004,3.0,58.3,0.2,12.2,0.09,2.2,26.6,3.1,58.3,0.3,11.2,0.11,2.2,26.7
3999,Э76ХФ,11.0,34.3,82.5333333,3.7808106,0.4047226,0.129456,0.167305,0.137515,0.039048,1624.0,1637.0,8.453319800000001,12.753919450000001,12456.5597668,110.4,23.094,9.586500000000001,0.222,0.05,0.402,0.065,0.02,0.049117,0.14,0.025174000000000002,7121.0,0.001,0.465,0.307,0.633,0.006,0.008,0.07400000000000001,0.01,0.021,0.44299999999999995,0.001,0.002,0.003,0.784,0.0003,0.419,0.10800000000000001,0.7879999999999999,0.006,0.011000000000000001,0.076,0.011000000000000001,0.01,0.552,0.003,0.037000000000000005,3.1,57.5,0.3,16.0,0.09,2.2,26.2,3.8,57.8,0.5,11.7,0.06,2.6,22.5
4001,Э76ХФ,14.0,28.483333299999998,60.8666667,3.3600248,0.389342,0.141732,0.145946,0.159383,0.0403995,1590.0,1591.0,9.0517968,12.753919450000001,11876.418958499999,114.7,18.262,9.586500000000001,0.127,0.05,0.39799999999999996,0.051,0.02,0.050817,0.183,0.025174000000000002,5638.0,0.002,0.478,0.3,0.6559999999999999,0.011000000000000001,0.009000000000000001,0.09699999999999999,0.009000000000000001,0.018000000000000002,0.44799999999999995,0.001,0.002,0.003,0.78,0.0003,0.425,0.10099999999999999,0.8009999999999999,0.011000000000000001,0.012,0.09699999999999999,0.011000000000000001,0.012,0.5870000000000001,0.003,0.038,3.6,59.1,0.4,11.2,0.09,2.4,24.9,3.9,57.4,0.7,11.2,0.16,2.2,25.8
4002,Э76ХФ,32.0,19.0666667,48.55,3.0,0.391868,0.13336199999999998,0.138182,0.14296099999999998,0.0399282,1583.0,1599.0,13.563954699999998,12.753919450000001,14843.706293700001,113.0,21.951,9.586500000000001,0.111,0.05,0.41100000000000003,0.077,0.02,0.050492,0.161,0.025174000000000002,4717.0,0.002,0.46799999999999997,0.307,0.669,0.006999999999999999,0.009000000000000001,0.139,0.009000000000000001,0.015,0.446,0.002,0.003,0.003,0.767,0.0003,0.419,0.091,0.79,0.006,0.011000000000000001,0.13699999999999998,0.01,0.01,0.5660000000000001,0.003,0.038,3.7,54.3,0.7,14.5,0.17,2.1,26.0,4.2,55.2,0.8,14.1,0.17,2.1,26.0
4003,Э76ХФ,38.0,25.15,48.35,3.5218295,0.453092,0.167958,0.2218,0.15925,0.0406183,1573.0,1594.0,13.896173699999999,12.753919450000001,12522.465208700001,117.7,22.396,9.586500000000001,0.256,0.05,0.47700000000000004,0.053,0.02,0.051396000000000004,0.15,0.025174000000000002,5249.0,0.001,0.419,0.281,0.601,0.011000000000000001,0.008,0.08900000000000001,0.006999999999999999,0.019,0.425,0.001,0.002,0.003,0.75,0.0005,0.418,0.094,0.787,0.01,0.009000000000000001,0.08900000000000001,0.008,0.013999999999999999,0.557,0.003,0.036000000000000004,5.6,55.7,0.6,13.4,0.09,2.1,25.9,6.4,57.3,1.0,8.3,0.14,2.2,25.8
4004,Э76ХФ,43.0,24.533333300000002,43.1833333,4.0801582000000005,0.380284,0.132246,0.134878,0.09864400000000001,0.03907480000000001,1550.0,1582.0,10.2640686,12.753919450000001,12851.9021739,111.1,14.632,9.586500000000001,0.114,0.05,0.397,0.07,0.02,0.049443,0.094,0.025174000000000002,5255.0,0.002,0.457,0.303,0.669,0.008,0.009000000000000001,0.096,0.009000000000000001,0.018000000000000002,0.479,0.002,0.002,0.002,0.748,0.0002,0.41700000000000004,0.091,0.784,0.006999999999999999,0.01,0.095,0.009000000000000001,0.013000000000000001,0.564,0.003,0.037000000000000005,2.7,61.1,0.2,9.4,0.08,2.4,25.9,4.1,56.6,0.7,12.9,0.16,2.1,26.5
4005,Э76ХФ,42.0,26.0,46.7,3.6200407,0.424138,0.130572,0.146404,0.11676700000000001,0.0393893,1537.0,1577.0,8.959384,12.753919450000001,12267.692307700001,115.8,13.897,9.586500000000001,0.10400000000000001,0.05,0.451,0.042,0.02,0.049841,0.11699999999999999,0.025174000000000002,5316.0,0.002,0.413,0.314,0.6659999999999999,0.015,0.011000000000000001,0.10400000000000001,0.008,0.02,0.466,0.002,0.003,0.003,0.7759999999999999,0.0002,0.41600000000000004,0.099,0.782,0.013000000000000001,0.013000000000000001,0.1,0.009000000000000001,0.015,0.5479999999999999,0.003,0.036000000000000004,4.4,58.6,0.3,13.0,0.1,2.3,25.7,6.2,59.2,0.5,8.5,0.1,2.7,21.6
4006,Э76ХФ,43.0,28.4,51.716666700000005,3.0,0.511266,0.152334,0.18729400000000002,0.108787,0.0399038,1550.0,1581.0,5.0535184,12.753919450000001,11987.323943700001,116.4,8.597999999999999,9.586500000000001,0.126,0.19,0.43200000000000005,0.042,0.02,0.050492,0.087,0.025174000000000002,5674.0,0.002,0.374,0.29600000000000004,0.628,0.009000000000000001,0.011000000000000001,0.11199999999999999,0.009000000000000001,0.02,0.469,0.002,0.002,0.003,0.754,0.0001,0.42,0.094,0.784,0.008,0.013999999999999999,0.111,0.01,0.018000000000000002,0.581,0.004,0.036000000000000004,3.9,50.0,0.4,4.4,0.09,2.7,18.6,3.6,62.2,0.4,4.1,0.1,2.4,26.2
4007,Э76ХФ,49.0,22.9833333,45.35,3.5160407,0.368722,0.103788,0.106669,0.086212,0.03681690000000001,1527.0,1580.0,10.5971175,12.753919450000001,12666.569978200001,113.8,15.931,9.586500000000001,0.126,0.05,0.389,0.040999999999999995,0.02,0.046586,0.087,0.025174000000000002,4852.0,0.002,0.447,0.33299999999999996,0.6970000000000001,0.011000000000000001,0.011000000000000001,0.085,0.01,0.017,0.49,0.002,0.003,0.003,0.765,0.0001,0.419,0.09,0.7859999999999999,0.01,0.013000000000000001,0.085,0.01,0.012,0.562,0.003,0.034,4.1,60.8,0.4,10.6,0.08,2.7,22.3,5.3,59.7,0.9,9.0,0.08,2.6,22.7
4008,Э76ХФ,47.0,18.8333333,45.8666667,2.4792899,0.42078999999999994,0.1116,0.129996,0.17110799999999998,0.0390464,1585.0,1576.0,9.9252212,12.753919450000001,11338.4070796,118.2,14.954,9.586500000000001,0.126,0.05,0.451,0.042,0.02,0.049407,0.20800000000000002,0.025174000000000002,3559.0,0.001,0.435,0.327,0.672,0.008,0.01,0.069,0.011000000000000001,0.019,0.42100000000000004,0.001,0.003,0.003,0.784,0.0003,0.41700000000000004,0.094,0.7829999999999999,0.006999999999999999,0.011000000000000001,0.069,0.013000000000000001,0.016,0.5660000000000001,0.003,0.035,4.5,50.3,0.3,10.9,0.13,2.6,19.7,5.3,56.7,0.6,13.2,0.14,2.2,25.4
4009,Э76ХФ,45.0,18.9,44.2,3.0,0.36963,0.10323,0.11215,0.079975,0.0385319,1563.0,1575.0,8.6817031,12.753919450000001,12406.3492063,111.8,12.574000000000002,9.586500000000001,0.07400000000000001,0.05,0.39,0.045,0.02,0.048756,0.075,0.025174000000000002,3908.0,0.002,0.444,0.331,0.679,0.009000000000000001,0.011000000000000001,0.078,0.009000000000000001,0.02,0.489,0.001,0.002,0.002,0.774,0.0002,0.418,0.115,0.78,0.008,0.013999999999999999,0.078,0.009000000000000001,0.016,0.56,0.003,0.036000000000000004,3.9,57.1,0.6,11.2,0.08,2.5,23.3,4.3,55.2,0.9,8.0,0.1,2.5,22.2
4010,Э76ХФ,39.0,30.4166667,50.9,5.7153846,0.36941399999999996,0.11271600000000001,0.13758299999999998,0.076734,0.039932300000000004,1511.0,1581.0,10.337587199999998,12.753919450000001,13299.287671200002,120.1,17.281,9.586500000000001,0.10400000000000001,0.05,0.387,0.040999999999999995,0.02,0.050527999999999997,0.059000000000000004,0.025174000000000002,6742.0,0.002,0.474,0.326,0.675,0.006999999999999999,0.011000000000000001,0.066,0.01,0.02,0.505,0.002,0.003,0.003,0.7709999999999999,0.0002,0.41600000000000004,0.105,0.785,0.006999999999999999,0.013000000000000001,0.067,0.011000000000000001,0.015,0.539,0.003,0.036000000000000004,4.0,57.6,0.5,11.8,0.11,2.8,20.8,4.0,57.1,0.4,13.3,0.11,2.7,20.8
4011,Э76ХФ,42.0,24.5,48.0166667,3.776072,0.48201400000000005,0.12108599999999999,0.136536,0.121128,0.039932300000000004,1534.0,1579.0,6.010413099999999,12.753919450000001,12977.142857100001,117.0,9.62,9.586500000000001,0.127,0.657,0.40700000000000003,0.040999999999999995,0.02,0.050527999999999997,0.128,0.025174000000000002,5299.0,0.002,0.392,0.32299999999999995,0.675,0.006999999999999999,0.01,0.076,0.01,0.024,0.467,0.002,0.003,0.003,0.7759999999999999,0.0003,0.42,0.11,0.787,0.006,0.013000000000000001,0.076,0.01,0.018000000000000002,0.5770000000000001,0.004,0.037000000000000005,4.0,57.2,0.3,14.9,0.29,2.2,25.7,5.9,60.1,0.6,8.7,0.09,2.7,22.2
4012,Э76ХФ,45.0,19.6333333,43.033333299999995,3.0,0.40228200000000003,0.103788,0.142703,0.08464400000000001,0.0390464,1565.0,1582.0,9.974517800000001,12.753919450000001,11930.7300509,113.5,14.222000000000001,9.586500000000001,0.052000000000000005,0.05,0.429,0.04,0.02,0.049407,0.069,0.025174000000000002,3904.0,0.002,0.436,0.33299999999999996,0.665,0.008,0.01,0.084,0.009000000000000001,0.022000000000000002,0.48100000000000004,0.002,0.002,0.003,0.7809999999999999,0.0009,0.419,0.111,0.7859999999999999,0.006999999999999999,0.013999999999999999,0.084,0.01,0.015,0.5539999999999999,0.003,0.036000000000000004,3.6,58.3,0.4,14.3,0.13,2.3,25.5,3.5,57.8,0.3,13.1,0.12,2.3,25.1
4013,Э76ХФ,37.0,24.3833333,49.55,3.0,0.39532399999999995,0.10434600000000001,0.125779,0.11099200000000001,0.039246300000000005,1564.0,1583.0,9.6192049,12.753919450000001,11690.7723855,116.6,15.860999999999999,9.586500000000001,0.075,0.05,0.42100000000000004,0.04,0.02,0.04966,0.11699999999999999,0.025174000000000002,4751.0,0.002,0.447,0.337,0.679,0.01,0.01,0.075,0.011000000000000001,0.023,0.46799999999999997,0.002,0.002,0.003,0.784,0.0001,0.42200000000000004,0.114,0.787,0.01,0.012,0.076,0.012,0.017,0.557,0.003,0.036000000000000004,4.4,57.2,0.6,12.9,0.14,2.6,21.9,4.4,52.2,0.5,10.6,0.13,2.8,18.9
4014,Э76ХФ,40.0,18.3333333,46.533333299999995,3.0,0.31963600000000003,0.029574,0.027282,0.063336,0.038045800000000005,1562.0,1581.0,9.2536305,12.753919450000001,12004.3636364,112.8,14.302,9.586500000000001,0.10300000000000001,0.05,0.345,0.040999999999999995,0.02,0.048141,0.086,0.025174000000000002,3668.0,0.002,0.47100000000000003,0.39399999999999996,0.7609999999999999,0.01,0.009000000000000001,0.077,0.012,0.02,0.505,0.002,0.003,0.003,0.773,0.0002,0.415,0.098,0.778,0.009000000000000001,0.011000000000000001,0.076,0.013000000000000001,0.016,0.5579999999999999,0.003,0.036000000000000004,3.4,51.7,0.6,12.2,0.13,2.7,19.4,3.5,61.7,0.4,6.0,0.08,2.8,22.0
4015,Э76ХФ,42.0,23.1833333,47.7333333,3.0,0.364122,0.09541799999999999,0.07790599999999999,0.11118800000000001,0.039875400000000005,1553.0,1577.0,9.3617694,12.753919450000001,12596.117900799998,119.3,14.815,9.586500000000001,0.105,0.05,0.386,0.04,0.02,0.050456,0.138,0.025174000000000002,4867.0,0.002,0.46799999999999997,0.33899999999999997,0.721,0.013000000000000001,0.011000000000000001,0.078,0.012,0.02,0.473,0.002,0.003,0.003,0.77,0.0002,0.415,0.12300000000000001,0.7829999999999999,0.013000000000000001,0.012,0.078,0.013000000000000001,0.013999999999999999,0.556,0.003,0.035,4.3,57.8,0.3,14.4,0.18,2.3,24.9,6.2,49.3,1.0,6.8,0.07,2.6,19.0
4016,Э76ХФ,44.0,24.033333300000002,47.533333299999995,3.0,0.395888,0.091512,0.118279,0.108892,0.0391894,1549.0,1581.0,14.2677986,12.753919450000001,12495.1456311,115.6,20.074,9.586500000000001,0.18,0.541,0.40700000000000003,0.059000000000000004,0.02,0.049588,0.11699999999999999,0.025174000000000002,5005.0,0.002,0.396,0.34700000000000003,0.69,0.008,0.011000000000000001,0.091,0.011000000000000001,0.024,0.466,0.002,0.003,0.003,0.782,0.0002,0.42100000000000004,0.105,0.7909999999999999,0.006999999999999999,0.013999999999999999,0.09,0.012,0.016,0.5670000000000001,0.003,0.036000000000000004,4.2,49.9,0.7,10.5,0.15,2.4,20.7,4.2,64.4,0.3,5.9,0.05,2.8,23.0
4017,Э76ХФ,34.0,20.966666699999998,47.1833333,3.0,0.40187399999999995,0.082026,0.10391600000000001,0.105518,0.0386172,1565.0,1582.0,7.3953042,12.753919450000001,12348.1717011,113.6,11.549000000000001,9.586500000000001,0.052000000000000005,0.05,0.434,0.04,0.02,0.048864,0.11800000000000001,0.025174000000000002,4315.0,0.002,0.434,0.348,0.693,0.013999999999999999,0.011000000000000001,0.1,0.01,0.024,0.469,0.001,0.002,0.003,0.772,0.0002,0.419,0.11599999999999999,0.789,0.013000000000000001,0.013999999999999999,0.10099999999999999,0.011000000000000001,0.017,0.5579999999999999,0.003,0.036000000000000004,3.9,55.9,0.4,12.1,0.15,2.3,24.1,4.7,58.2,0.5,9.2,0.06,2.3,25.1
4018,Э76ХФ,37.0,20.1833333,44.8666667,3.0,0.42245200000000005,0.098208,0.16658399999999998,0.132132,0.0399038,1569.0,1586.0,12.3840267,12.753919450000001,12946.3253509,118.8,18.521,9.586500000000001,0.18899999999999997,0.05,0.45399999999999996,0.04,0.02,0.050492,0.132,0.025174000000000002,4355.0,0.001,0.426,0.344,0.6459999999999999,0.01,0.01,0.098,0.011000000000000001,0.027000000000000003,0.449,0.001,0.002,0.003,0.7709999999999999,0.0002,0.42,0.11599999999999999,0.785,0.009000000000000001,0.013999999999999999,0.099,0.013000000000000001,0.02,0.556,0.003,0.036000000000000004,4.6,56.0,0.4,13.3,0.11,2.4,23.3,5.5,59.9,0.8,8.8,0.1,2.8,21.7
4019,Э90ХАФ,34.0,21.0666667,46.7333333,2.0,0.455176,0.079794,0.082656,0.031563,0.087056,1605.0,1624.0,11.7864734,12.8333688,12779.430379700001,107.9,12.199000000000002,6.709,0.126,0.05,0.501,0.08,0.02,0.097295,0.013000000000000001,0.023365,4487.0,0.001,0.42200000000000004,0.217,0.7070000000000001,0.006999999999999999,0.008,0.08800000000000001,0.011000000000000001,0.023,0.495,0.001,0.003,0.003,0.85,0.0002,0.298,0.122,0.792,0.006,0.017,0.085,0.012,0.013999999999999999,0.529,0.003,0.083,3.0,55.5,0.5,10.5,0.08,2.6,21.0,4.0,54.8,0.5,7.7,0.08,2.4,23.1
4020,Э90ХАФ,24.0,26.7,49.5166667,2.0,0.522416,0.099324,0.197461,0.154378,0.0920959,1561.0,1598.0,11.1007243,11.250502800000001,12977.528089899999,115.3,12.772,5.593999999999999,0.376,0.05,0.5760000000000001,0.051,0.02,0.10373299999999999,0.153,0.022823,5775.0,0.001,0.431,0.203,0.615,0.009000000000000001,0.011000000000000001,0.11699999999999999,0.01,0.027000000000000003,0.40399999999999997,0.001,0.002,0.003,0.8490000000000001,0.0011,0.287,0.124,0.7909999999999999,0.006999999999999999,0.017,0.11699999999999999,0.011000000000000001,0.016,0.53,0.003,0.08199999999999999,4.0,47.7,1.1,17.8,0.47,1.9,25.3,5.1,50.0,1.0,16.1,0.19,2.2,25.0
4021,Э90ХАФ,29.0,29.55,54.7333333,3.4789357000000005,0.5504760000000001,0.118854,0.199205,0.11406500000000001,0.0941332,1559.0,1577.0,8.7099222,13.572000000000001,12270.0507614,117.1,14.923,0.754,0.214,0.05,0.607,0.03,0.02,0.10510699999999999,0.09,0.024306,6043.0,0.001,0.379,0.193,0.62,0.009000000000000001,0.011000000000000001,0.077,0.008,0.026000000000000002,0.43700000000000006,0.001,0.002,0.003,0.871,0.0003,0.292,0.109,0.7929999999999999,0.006999999999999999,0.016,0.076,0.009000000000000001,0.017,0.537,0.003,0.08199999999999999,4.0,52.5,0.3,15.4,0.11,2.1,25.3,4.0,57.4,0.5,10.2,0.13,2.2,26.5
4022,Э90ХАФ,29.0,23.0833333,42.3666667,3.5157762000000004,0.5222680000000001,0.071982,0.140371,0.093058,0.09164320000000001,1562.0,1584.0,8.799859300000001,10.7225806,13225.126353799998,114.4,6.947,6.648,0.177,0.05,0.583,0.039,0.02,0.102648,0.083,0.023076,5088.0,0.001,0.42700000000000005,0.228,0.669,0.006999999999999999,0.01,0.084,0.01,0.025,0.452,0.001,0.002,0.002,0.8370000000000001,0.0002,0.285,0.11199999999999999,0.799,0.006999999999999999,0.015,0.085,0.012,0.017,0.551,0.003,0.083,4.6,53.6,1.6,13.0,0.13,2.1,25.0,3.6,55.4,0.3,13.8,0.14,2.2,26.7
4023,Э90ХАФ,35.0,23.533333300000002,45.0166667,3.5719361000000003,0.504796,0.085374,0.140227,0.085246,0.0936516,1547.0,1580.0,15.009933800000002,17.0929134,12625.495750700002,116.7,15.11,8.442,0.08800000000000001,0.05,0.5589999999999999,0.04,0.02,0.10481800000000001,0.071,0.023727,4952.0,0.001,0.41100000000000003,0.217,0.659,0.005,0.009000000000000001,0.064,0.01,0.018000000000000002,0.452,0.001,0.002,0.003,0.85,0.0008,0.289,0.102,0.782,0.004,0.015,0.064,0.011000000000000001,0.013999999999999999,0.53,0.003,0.08199999999999999,4.2,55.3,0.7,14.1,0.2,2.3,24.0,4.7,57.2,0.6,10.7,0.08,2.2,25.6
4024,Э90ХАФ,40.0,17.033333300000002,45.5,3.0,0.51552,0.07533,0.167354,0.10644200000000001,0.09031180000000001,1589.0,1578.0,14.2832061,15.7474286,11705.2837573,112.3,10.395,12.248,0.16899999999999998,0.05,0.573,0.051,0.02,0.101092,0.092,0.022859,3323.0,0.001,0.433,0.22399999999999998,0.643,0.006,0.01,0.099,0.009000000000000001,0.018000000000000002,0.445,0.001,0.002,0.003,0.8420000000000001,0.0007,0.28800000000000003,0.092,0.792,0.004,0.016,0.099,0.011000000000000001,0.013999999999999999,0.542,0.003,0.08199999999999999,3.5,52.9,0.6,16.8,0.2,2.1,25.2,3.7,55.1,0.3,13.5,0.16,2.2,25.7
4025,Э90ХАФ,39.0,24.3666667,50.3833333,2.0,0.49113,0.10323,0.162787,0.094801,0.0932829,1545.0,1576.0,10.289867800000001,12.373913,12715.7318741,116.3,7.7860000000000005,11.384,0.109,0.05,0.5379999999999999,0.040999999999999995,0.02,0.104275,0.076,0.023872,5164.0,0.002,0.43200000000000005,0.2,0.642,0.004,0.006999999999999999,0.06,0.009000000000000001,0.016,0.44299999999999995,0.001,0.003,0.003,0.848,0.0002,0.298,0.09699999999999999,0.7929999999999999,0.003,0.017,0.057999999999999996,0.01,0.013999999999999999,0.54,0.003,0.08199999999999999,4.0,57.2,0.5,14.9,0.2,2.3,25.3,3.8,55.0,1.0,12.6,0.21,2.2,25.8
4026,Э90ХАФ,37.0,29.183333299999997,52.8666667,1.6360559,0.42933999999999994,0.07812000000000001,0.10943299999999999,0.101234,0.0928683,1540.0,1572.0,9.2459778,16.1263158,11207.0816676,115.4,15.261,0.7659999999999999,0.126,0.5920000000000001,0.40700000000000003,0.053,0.02,0.10351600000000001,0.109,0.024306,5451.0,0.002,0.45799999999999996,0.223,0.69,0.005,0.01,0.067,0.012,0.02,0.445,0.002,0.003,0.003,0.86,0.0003,0.29,0.10300000000000001,0.787,0.003,0.013000000000000001,0.067,0.013000000000000001,0.015,0.541,0.003,0.083,5.2,58.7,1.3,8.6,0.1,2.6,22.5,4.0,56.2,0.6,11.3,0.14,2.2,26.3
4027,Э90ХАФ,48.0,18.033333300000002,49.0166667,3.0,0.42136599999999996,0.068634,0.065167,0.060991,0.0905378,1565.0,1570.0,14.8964706,11.4475649,12643.253234799999,112.6,12.662,8.945,0.126,0.05,0.462,0.064,0.02,0.10102,0.066,0.02351,3800.0,0.002,0.46299999999999997,0.22899999999999998,0.726,0.005,0.009000000000000001,0.063,0.013999999999999999,0.018000000000000002,0.47100000000000003,0.002,0.003,0.003,0.87,0.0002,0.28800000000000003,0.10800000000000001,0.785,0.003,0.013000000000000001,0.063,0.016,0.013999999999999999,0.535,0.003,0.083,4.6,51.4,0.9,8.6,0.08,2.5,20.5,4.6,51.4,0.9,8.6,0.08,2.5,20.5
4028,Э90ХАФ,54.0,19.466666699999998,44.3666667,2.0,0.500996,0.077004,0.08545499999999999,0.082215,0.0935584,1556.0,1576.0,13.372127800000001,14.6040302,13527.739726,115.8,10.927999999999999,9.663,0.068,0.05,0.5579999999999999,0.052000000000000005,0.02,0.10438399999999999,0.09,0.024306,4389.0,0.001,0.43700000000000006,0.22399999999999998,0.71,0.005,0.009000000000000001,0.055,0.011000000000000001,0.016,0.46399999999999997,0.001,0.003,0.003,0.847,0.0002,0.285,0.08800000000000001,0.79,0.004,0.015,0.057,0.013000000000000001,0.013000000000000001,0.541,0.003,0.084,5.0,56.7,0.4,13.1,0.09,2.2,25.4,4.8,55.1,0.5,12.0,0.09,2.2,24.9
4029,Э90ХАФ,36.0,20.1333333,46.5166667,2.6474919,0.46436400000000005,0.08760599999999999,0.13231800000000002,0.094689,0.09037569999999999,1569.0,1577.0,11.6314465,12.5417647,11908.6092715,111.4,9.247,9.476,0.08199999999999999,0.05,0.509,0.040999999999999995,0.02,0.100658,0.08900000000000001,0.023799,3996.0,0.001,0.451,0.21,0.664,0.005,0.01,0.062,0.009000000000000001,0.017,0.44799999999999995,0.001,0.002,0.002,0.848,0.0001,0.289,0.096,0.794,0.003,0.013999999999999999,0.061,0.01,0.013000000000000001,0.542,0.003,0.08199999999999999,3.6,52.3,1.1,16.6,0.5,2.1,25.2,3.6,55.6,0.3,13.8,0.15,2.2,26.2
4030,Э90ХАФ,27.0,16.4833333,46.033333299999995,2.0,0.413546,0.074214,0.049456,0.119413,0.0932779,1573.0,1573.0,10.1910871,12.026918499999999,12700.1011122,116.2,8.385,8.488999999999999,0.054000000000000006,0.05,0.452,0.064,0.02,0.104348,0.163,0.023727,3489.0,0.002,0.5,0.226,0.741,0.003,0.01,0.047,0.012,0.013000000000000001,0.435,0.002,0.005,0.003,0.845,0.0003,0.289,0.07400000000000001,0.7829999999999999,0.002,0.015,0.047,0.013999999999999999,0.011000000000000001,0.539,0.003,0.085,4.1,53.1,0.5,16.7,0.29,2.2,24.5,4.6,53.6,0.9,12.0,0.1,2.2,26.6
4031,Э90ХАФ,27.0,18.216666699999998,46.2,2.2443877999999997,0.45451779999999997,0.077562,0.072101,0.099848,0.0907572,1599.0,1584.0,10.8781579,11.888828300000002,11844.0988106,111.5,13.779000000000002,2.424,0.22,0.255,0.313,0.064,0.02,0.100188,0.12300000000000001,0.025535,3596.0,0.002,0.455,0.222,0.725,0.003,0.009000000000000001,0.052000000000000005,0.012,0.015,0.46299999999999997,0.001,0.003,0.003,0.84,0.0002,0.29,0.077,0.797,0.002,0.013000000000000001,0.052000000000000005,0.013999999999999999,0.009000000000000001,0.547,0.003,0.085,3.5,57.3,0.3,12.1,0.37,2.2,26.2,3.4,56.5,0.4,11.9,0.36,2.1,26.3
4032,Э90ХАФ,28.0,17.65,42.6833333,3.5507937000000007,0.45644009999999996,0.089838,0.13020299999999999,0.08114400000000001,0.0915045,1594.0,1584.0,11.1662125,12.678854800000002,12326.3456091,112.0,6.83,10.21,0.087,0.05,0.493,0.068,0.02,0.101128,0.069,0.025535,3626.0,0.001,0.47200000000000003,0.20800000000000002,0.674,0.011000000000000001,0.01,0.086,0.009000000000000001,0.016,0.45899999999999996,0.002,0.003,0.003,0.853,0.0001,0.28600000000000003,0.099,0.7929999999999999,0.009000000000000001,0.018000000000000002,0.086,0.011000000000000001,0.015,0.544,0.003,0.084,3.8,53.6,0.7,18.7,0.13,2.5,21.2,5.0,59.1,0.7,9.5,0.07,2.6,23.2
4039,Э76ХФ,13.0,23.25,47.8666667,2.5616387,0.252698,0.094302,0.09360399999999999,0.134854,0.0371504,1553.0,1598.0,10.0230715,12.753919450000001,12655.483870999999,110.3,15.880999999999998,9.586500000000001,0.126,0.05,0.248,0.075,0.02,0.04673,0.166,0.025174000000000002,4904.0,0.002,0.555,0.33299999999999996,0.698,0.005,0.011000000000000001,0.07200000000000001,0.009000000000000001,0.019,0.455,0.002,0.002,0.003,0.773,0.0015,0.415,0.10800000000000001,0.785,0.004,0.013000000000000001,0.071,0.01,0.015,0.5710000000000001,0.003,0.036000000000000004,3.0,52.6,1.1,9.1,0.25,2.6,20.2,3.5,57.4,0.5,12.0,0.1,2.2,26.0
4040,Э76ХФ,7.0,22.6833333,56.2,2.1945289,0.327462,0.131688,0.156682,0.150061,0.0391061,1591.0,1590.0,14.0749436,12.753919450000001,12929.316678899999,116.1,25.98,9.586500000000001,0.102,0.05,0.331,0.075,0.02,0.04919,0.161,0.025174000000000002,4888.0,0.001,0.52,0.31,0.644,0.011000000000000001,0.01,0.073,0.009000000000000001,0.02,0.429,0.001,0.002,0.003,0.763,0.0001,0.42200000000000004,0.10400000000000001,0.782,0.01,0.012,0.07400000000000001,0.009000000000000001,0.011000000000000001,0.561,0.003,0.035,2.8,58.6,0.3,12.0,0.09,2.4,24.7,3.6,58.0,0.6,9.7,0.08,2.5,23.0
4041,Э76ХФ,18.0,20.033333300000002,45.9,2.0,0.32443,0.11439,0.116639,0.14871199999999998,0.0391061,1583.0,1593.0,11.469934599999998,12.753919450000001,12054.9084859,113.1,17.549,9.586500000000001,0.078,0.05,0.332,0.04,0.02,0.04919,0.177,0.025174000000000002,4025.0,0.002,0.5,0.319,0.6759999999999999,0.006,0.009000000000000001,0.066,0.01,0.018000000000000002,0.43200000000000005,0.002,0.002,0.003,0.757,0.0001,0.419,0.098,0.784,0.005,0.012,0.066,0.01,0.015,0.562,0.003,0.036000000000000004,3.7,57.0,0.7,13.0,0.14,2.5,22.5,3.4,57.5,0.5,12.3,0.1,2.2,26.2
