,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,произв  количество плавок,произв количество плавок (цел),расход газ Ar,расход газ  N2,расход C пров.,сыпуч известь РП,сыпуч кварцит,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь (сух.),сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2
4070,2.0,0.36441,0.0837,0.169907,0.184496,0.0389564,1561.0,1614.0,18.578662899999998,,13044.534413,114.5,1.0,1.0,1.0,29.024,,,0.05,,0.05,,0.385,0.064,0.02
4071,3.9566068999999997,0.32936,0.15624000000000002,0.184369,0.183172,0.0389564,1541.0,1598.0,10.5914468,,13913.9684395,113.7,1.0,1.0,1.0,19.4,,,0.083,,0.05,,0.32799999999999996,0.062,0.02
4072,3.2534125,0.266656,0.104904,0.129504,0.12565199999999999,0.0385259,1548.0,1603.0,10.3525084,,13189.427312799999,111.7,1.0,1.0,1.0,15.477,,,,,0.05,,0.262,0.042,0.02
4073,3.1940904,0.36687800000000004,0.130572,0.13356600000000002,0.221208,0.0385545,1560.0,1587.0,11.4932773,,13491.2337662,113.4,1.0,1.0,1.0,18.236,,,,,0.05,,0.381,0.141,0.02
4074,3.0,0.336966,0.068634,0.012056,0.142328,0.0380946,1612.0,1590.0,9.0966228,,12132.0843091,112.2,1.0,1.0,1.0,14.216,,,0.07200000000000001,,0.05,,0.36,0.079,0.02
4075,2.3321718999999996,0.37541399999999997,0.165726,0.161969,0.16791199999999998,0.0400192,1550.0,1597.0,18.2269831,,13042.105263200001,117.8,1.0,1.0,1.0,29.872,,,0.027999999999999997,,0.05,,0.384,0.042,0.02
4076,3.0,0.38862199999999997,0.22096799999999997,0.24726599999999999,0.233688,0.036255800000000005,1649.0,1606.0,18.501965600000002,,12240.0,109.5,1.0,1.0,1.0,25.101,,,,,0.05,,0.387,0.11,0.02
4077,4.835133900000001,0.320054,0.076446,0.107921,0.20178800000000002,0.03433119999999999,1538.0,1594.0,20.3832476,,14137.717601499999,109.3,1.0,1.0,1.0,30.824,,,0.077,,0.05,,0.33399999999999996,0.191,0.02
4078,3.6057692,0.32158600000000004,0.11606400000000001,0.149792,0.131156,0.0390716,1588.0,1589.0,10.783643099999999,,12445.2088452,111.3,1.0,1.0,1.0,14.504000000000001,,,0.14,,0.05,,0.327,0.095,0.02
4079,3.7313916,0.33633,0.12434,0.158878,0.142804,0.0393592,1576.0,1590.0,10.8404726,,13183.4101382,111.8,1.0,1.0,1.0,15.802999999999999,,,0.201,,0.05,,0.34299999999999997,0.063,0.02
4080,2.6892911,0.37501,0.14238,0.164884,0.157552,0.038583099999999995,1581.0,1588.0,21.028993,,12499.3630573,112.9,1.0,1.0,1.0,31.671999999999997,,,0.244,,0.05,,0.387,0.107,0.02
4081,2.1771347999999997,0.38869499999999996,0.136165,0.166122,0.156576,0.0395315,1598.0,1588.0,12.38584,,12422.535211299999,111.7,1.0,1.0,1.0,16.425,,,0.053,,0.05,,0.405,0.062,0.02
4082,3.6014047,0.339765,0.147465,0.17838199999999999,0.141536,0.039962,1549.0,1590.0,13.6104642,,13472.765658000002,112.4,1.0,1.0,1.0,19.221,,,0.063,,0.05,,0.342,0.046,0.02
4083,3.7879046,0.276215,0.105655,0.058222,0.122056,0.03981830000000001,1557.0,1593.0,12.479566,,13333.3333333,112.1,1.0,1.0,1.0,17.253,,,0.075,,0.05,,0.276,0.10800000000000001,0.02
4084,3.4012059,0.39860500000000004,0.131645,0.168549,0.18019200000000002,0.039876199999999994,1590.0,1591.0,13.644522699999998,,13067.261373799998,114.2,1.0,1.0,1.0,17.23,,,0.21,,0.05,,0.418,0.05,0.02
4085,,0.38248000000000004,0.11752,0.134936,0.142868,0.0405693,1580.0,1601.0,18.0910277,,12739.1304348,115.1,1.0,1.0,1.0,24.644000000000002,,,0.14800000000000002,,0.05,,0.402,0.045,0.02
4086,2.6510903,0.3691,0.14125,0.137018,0.151304,0.0397315,1600.0,1592.0,13.367584599999999,,12725.357142899999,112.2,1.0,1.0,1.0,18.878,,,0.146,,0.05,,0.381,0.04,0.02
4087,2.7572650000000003,0.347485,0.136165,0.16936700000000002,0.160736,0.0394741,1620.0,1602.0,13.017699400000001,,12930.2752294,112.6,1.0,1.0,1.0,19.899,,,0.13699999999999998,,0.05,,0.354,0.042,0.02
4088,4.4193811,0.34508,0.13673,0.16676,0.1292,0.03913030000000001,1582.0,1634.0,13.7156964,,13941.369863,109.2,1.0,1.0,1.0,18.52,,,0.253,,0.05,,0.35100000000000003,,0.02
4089,,0.38039,0.14464000000000002,0.170665,0.1624,0.0387288,1594.0,1606.0,12.36538,,13064.737243000001,113.7,1.0,1.0,1.0,19.843,,,0.192,,0.05,,0.39299999999999996,0.042,0.02
4090,,0.40285,0.12655999999999998,0.146682,0.132936,0.0393877,1575.0,1592.0,18.212889999999998,,12829.1338583,115.2,1.0,1.0,1.0,29.515,,,0.187,,0.05,,0.425,0.043,0.02
4091,,0.36301500000000003,0.144075,0.212783,0.158084,0.0378695,1568.0,1598.0,11.240441800000001,,12963.60601,111.0,1.0,1.0,1.0,18.375,,,0.251,,0.05,,0.37,0.042,0.02
4092,,0.280485,0.104525,0.09527200000000001,0.08881599999999999,0.0379843,1546.0,1585.0,12.3120837,,13306.3917526,110.6,1.0,1.0,1.0,17.660999999999998,,,0.14800000000000002,,0.05,,0.28,0.042,0.02
4093,,0.288245,0.093225,0.08787,0.12354000000000001,0.0387581,1582.0,1588.0,10.8796403,,13392.4412666,113.1,1.0,1.0,1.0,16.803,,,0.121,,0.05,,0.292,0.043,0.02
4094,,0.32333,0.14464000000000002,0.159028,0.149404,0.0388151,1546.0,1570.0,9.350263,,13329.810074299998,113.7,1.0,1.0,1.0,13.828,,,0.126,,0.05,,0.32299999999999995,0.042,0.02
4095,,0.31209499999999996,0.104525,0.096596,0.119348,0.039015499999999995,1565.0,1589.0,10.8636928,,13404.0441176,113.9,1.0,1.0,1.0,16.033,,,0.126,,0.05,,0.319,0.042,0.02
4096,2.5824487,0.34013000000000004,0.13108,0.088729,0.13361199999999998,0.0385284,1571.0,1575.0,12.690200099999998,,12750.8379888,112.6,1.0,1.0,1.0,20.611,,,0.126,,0.05,,0.349,0.040999999999999995,0.02
4097,,0.21416500000000002,0.110175,0.04663,0.11104000000000001,0.038327999999999994,1527.0,1576.0,15.9229293,,13315.6363636,112.0,1.0,1.0,1.0,24.884,,,0.125,,0.05,,0.19899999999999998,0.07,0.02
4098,3.0,0.32715500000000003,0.154245,0.132201,0.161148,0.039674400000000005,1566.0,1578.0,10.707964599999999,,13182.1845175,114.2,1.0,1.0,1.0,15.125,,,0.125,,0.05,,0.327,0.040999999999999995,0.02
4099,3.0,0.27295,0.14351,0.13308299999999998,0.11678399999999999,0.040276400000000004,1545.0,1578.0,8.819512199999998,,13297.4789916,112.8,1.0,1.0,1.0,12.655999999999999,,,,,0.05,,0.262,0.04,0.02
4100,,0.315765,0.136165,0.08843999999999999,0.14862,0.0398748,1538.0,1585.0,12.4229765,,13443.704305399999,114.1,1.0,1.0,1.0,19.825,,,0.073,,0.05,,0.318,0.039,0.02
4101,,0.27584000000000003,0.12090999999999999,0.152917,0.13003599999999998,0.0395889,1558.0,1576.0,10.8102936,,13514.3769968,111.2,1.0,1.0,1.0,15.753,,,0.07400000000000001,,0.05,,0.26899999999999996,0.039,0.02
4102,2.4982491000000002,0.28012,0.09153,0.069199,0.106012,0.039702999999999995,1590.0,1583.0,16.3822961,,13025.527192,112.2,1.0,1.0,1.0,23.545,,,0.078,,0.05,,0.28300000000000003,0.04,0.02
4103,2.0,0.19949,0.053110000000000004,0.032716,0.081028,0.0388151,1585.0,1582.0,10.8058752,,12516.0,109.7,1.0,1.0,1.0,14.714,,,0.135,,0.05,,0.192,0.05,0.02
4104,1.9442685000000002,0.31949,0.0904,0.14245,0.16852,0.038586199999999994,1619.0,1583.0,12.5839098,,12392.787794700002,111.4,1.0,1.0,1.0,17.988,,,0.12,,0.05,,0.32899999999999996,0.027999999999999997,0.02
4105,3.5184580000000003,0.29391999999999996,0.12542999999999999,0.191377,0.15883599999999998,0.0397315,1545.0,1629.0,9.0728972,,13427.3062731,111.9,1.0,1.0,1.0,21.034000000000002,,,0.145,,0.05,,0.289,,0.02
4106,2.7835232000000003,0.33807,0.16046,0.19128699999999998,0.15487599999999999,0.0391959,1566.0,1597.0,10.4421728,,13040.4624277,112.4,1.0,1.0,1.0,15.379000000000001,,,0.086,,0.05,,0.337,,0.02
4107,3.3939394,0.30126,0.15255,0.191591,0.140528,0.0385048,1552.0,1591.0,11.315584900000001,,13539.462517700002,111.9,1.0,1.0,1.0,16.175,,,0.095,,0.05,,0.293,0.027000000000000003,0.02
4108,2.0,0.369765,0.156505,0.214137,0.189936,0.0393314,1580.0,1592.0,13.1561256,,13278.6885246,114.2,1.0,1.0,1.0,19.090999999999998,,,0.145,,0.05,,0.376,0.028999999999999998,0.02
4109,2.741034,0.3011,0.1356,0.190668,0.16275599999999998,0.0429224,1568.0,1586.0,16.7875796,,12887.5399361,111.1,1.0,1.0,1.0,23.428,,,0.22899999999999998,,0.05,,0.29600000000000004,0.038,0.02
4110,3.2896996,0.29530500000000004,0.131645,0.178645,0.14806,0.0399587,1577.0,1587.0,12.469403,,12924.7058824,113.2,1.0,1.0,1.0,16.709,,,0.07300000000000001,,0.05,,0.29,0.04,0.02
4111,3.3302433,0.348885,0.18249500000000002,0.2228335,0.199222,0.0397018,1572.0,1586.0,12.7743127,,13338.503156,112.1,1.0,1.0,1.0,17.295,,,0.127,,0.05,,0.345,0.051,0.02
4112,2.6666667,0.30119,0.17854,0.2185195,0.152902,0.0403858,1581.0,1583.0,16.0235025,,13050.771869600001,114.6,1.0,1.0,1.0,23.331999999999997,,,0.113,,0.05,,0.287,0.052000000000000005,0.02
4113,3.6257089,0.34826999999999997,0.1695,0.162356,0.160904,0.039902,1606.0,1587.0,14.015853699999997,,12569.1220989,113.3,1.0,1.0,1.0,19.155,,,0.191,,0.05,,0.349,0.048,0.02
4114,3.1549567,0.31960500000000003,0.148595,0.174751,0.139036,0.0404149,1552.0,1582.0,19.0066558,,13148.0557594,113.3,1.0,1.0,1.0,26.018,,,0.13,,0.05,,0.317,0.046,0.02
4115,3.7464788999999996,0.33064499999999997,0.138425,0.0857545,0.150082,0.0405284,1571.0,1581.0,17.139564399999998,,13681.2445981,115.1,1.0,1.0,1.0,24.043000000000003,,,0.131,,0.05,,0.336,0.040999999999999995,0.02
4116,3.9430836000000005,0.315275,0.146335,0.125449,0.13894,0.0402148,1570.0,1579.0,13.4502929,,13615.064420200002,113.6,1.0,1.0,1.0,17.859,,,0.11199999999999999,,0.05,,0.314,0.045,0.02
4117,3.1143099,0.35370999999999997,0.17402,0.159201,0.161376,0.040073000000000004,1584.0,1583.0,18.858681100000002,,13225.065274200002,113.8,1.0,1.0,1.0,25.103,,,0.147,,0.05,,0.355,0.04,0.02
4118,4.1005165,0.34920500000000004,0.16328499999999999,0.14443150000000002,0.14077,0.038989499999999996,1546.0,1582.0,15.036519699999998,,13603.7005887,113.1,1.0,1.0,1.0,20.93,,,0.109,,0.05,,0.35200000000000004,0.04,0.02
4119,3.6427061000000003,0.34005,0.17402,0.18829,0.162628,0.039902,1547.0,1584.0,16.7414815,,14112.0,113.2,1.0,1.0,1.0,22.601,,,0.133,,0.05,,0.337,0.048,0.02
4120,3.2829006,0.350275,0.153115,0.175535,0.152528,0.040073000000000004,1556.0,1584.0,14.245735199999999,,13360.4278075,113.1,1.0,1.0,1.0,19.485,,,0.129,,0.05,,0.354,0.04,0.02
4121,3.4797235,0.362105,0.16780499999999998,0.12119100000000001,0.15372,0.039530800000000005,1562.0,1581.0,14.7142969,,13576.32,113.4,1.0,1.0,1.0,20.927,,,0.122,,0.05,,0.368,0.040999999999999995,0.02
4122,3.4793336999999998,0.37346999999999997,0.14012,0.125449,0.13894,0.039759300000000004,1555.0,1588.0,16.163734299999998,,13198.2116244,112.7,1.0,1.0,1.0,22.508000000000003,,,0.193,,0.05,,0.387,0.043,0.02
4123,3.8533497000000003,0.34106,0.14238,0.0885045,0.113646,0.0386758,1613.0,1632.0,19.2508104,,14216.1213089,109.4,1.0,1.0,1.0,26.395,,,0.19399999999999998,,0.05,,0.348,0.043,0.02
4124,2.6479279,0.33428,0.11187000000000001,0.045156,0.137076,0.040043800000000004,1605.0,1606.0,13.285515400000001,,13266.0977502,112.9,1.0,1.0,1.0,22.268,,,0.147,,0.05,,0.34700000000000003,0.045,0.02
4125,2.4720708,0.30984,0.11074,0.071859,0.15095999999999998,0.0388851,1575.0,1609.0,8.4102322,,12913.8157895,114.4,1.0,1.0,1.0,12.877,,,0.134,,0.05,,0.316,0.043,0.02
4126,2.7217217000000002,0.270885,0.084185,0.041895999999999996,0.128224,0.039101800000000006,1573.0,1610.0,10.3421663,,12991.181102399998,114.6,1.0,1.0,1.0,17.823,,,0.051,,0.05,,0.27399999999999997,0.039,0.02
4127,2.0,0.354315,0.124865,0.1561135,0.16784200000000002,0.0382995,1574.0,1584.0,11.5758497,,12238.5015609,113.0,1.0,1.0,1.0,16.084,,,0.146,,0.05,,0.365,0.067,0.02
4128,3.3624511,0.333135,0.103395,0.07493899999999999,0.14382799999999998,0.0382425,1548.0,1583.0,10.2683321,,13101.8181818,112.5,1.0,1.0,1.0,15.527999999999999,,,0.05,,0.05,,0.34600000000000003,0.049,0.02
4129,2.3243616,0.361555,0.149725,0.16431800000000002,0.166748,0.0384429,1558.0,1581.0,10.2513465,,12825.696594399999,113.6,1.0,1.0,1.0,14.275,,,0.095,,0.05,,0.369,,0.02
4130,1.5101758,0.28626999999999997,0.11639000000000001,0.067995,0.1446,0.038156199999999994,1572.0,1589.0,9.2664286,,11987.7133106,111.3,1.0,1.0,1.0,12.972999999999999,,,0.061,,0.05,,0.28600000000000003,0.042,0.02
4131,3.3657864,0.353785,0.148595,0.12880650000000002,0.15645,0.037955800000000005,1579.0,1633.0,12.803875300000001,,13461.283917899998,111.8,1.0,1.0,1.0,20.191,,,0.122,,0.05,,0.361,0.032,0.02
4132,1.5058926000000001,0.366815,0.103395,0.064296,0.152892,0.0388436,1577.0,1606.0,6.907130900000001,,12383.1683168,113.3,1.0,1.0,1.0,11.462,,,0.156,,0.05,,0.38799999999999996,,0.02
4133,1.2471671,0.37106999999999996,0.11413,0.09689249999999999,0.184974,0.038900699999999996,1592.0,1600.0,10.7550363,,12330.481283399999,114.2,1.0,1.0,1.0,14.83,,,0.12300000000000001,,0.05,,0.39,0.040999999999999995,0.02
4134,3.5668187000000007,0.33574,0.12317,0.140601,0.193512,0.0386718,1554.0,1597.0,15.250293099999999,,14061.7760618,113.0,1.0,1.0,1.0,27.459,,,0.17800000000000002,,0.05,,0.34299999999999997,0.038,0.02
4135,3.0,0.382825,0.13051500000000002,0.10873599999999999,0.17026,0.0397608,1590.0,1587.0,17.8705302,,13527.8165503,113.5,1.0,1.0,1.0,24.155,,,0.162,,0.05,,0.401,0.040999999999999995,0.02
4136,3.2252964,0.28944000000000003,0.10509,0.0424625,0.122402,0.0398748,1534.0,1585.0,15.833484200000001,,13020.9771987,111.7,1.0,1.0,1.0,23.328000000000003,,,0.084,,0.05,,0.293,0.038,0.02
4137,2.7550916,0.36406,0.13334000000000001,0.142128,0.160728,0.041565,1561.0,1586.0,19.1423431,,13613.793103400001,113.1,1.0,1.0,1.0,26.006999999999998,,,0.095,,0.05,,0.376,0.03,0.02
4138,3.3617269999999997,0.35256,0.10848,0.1010495,0.105098,0.039417,1517.0,1586.0,13.5139535,,13821.133231200001,112.4,1.0,1.0,1.0,25.180999999999997,,,0.084,,0.05,,0.368,0.04,0.02
4139,2.7782167,0.377065,0.11356500000000001,0.134959,0.14152,0.0400182,1571.0,1579.0,14.8767769,,13566.697163799998,114.0,1.0,1.0,1.0,20.000999999999998,,,0.23399999999999999,,0.05,,0.396,0.08,0.02
4140,2.6670379,0.34276999999999996,0.13221,0.140076,0.146892,0.03981780000000001,1570.0,1577.0,20.7302707,,13242.3387097,112.6,1.0,1.0,1.0,28.078000000000003,,,0.095,,0.05,,0.35,0.04,0.02
4141,2.0,0.382885,0.13955499999999998,0.169664,0.136328,0.0387288,1558.0,1582.0,17.159952399999998,,13639.4004283,113.1,1.0,1.0,1.0,24.043000000000003,,,0.162,,0.05,,0.397,0.052000000000000005,0.02
4142,2.5091709,0.2839,0.08249,0.025911,0.111936,0.038872199999999996,1564.0,1578.0,15.7993206,,12811.6811365,113.0,1.0,1.0,1.0,24.546,,,0.086,,0.05,,0.29100000000000004,0.053,0.02
4143,,0.382395,0.149725,0.157374,0.16752,0.038327999999999994,1593.0,1581.0,13.678820199999999,,12501.296111700001,113.3,1.0,1.0,1.0,18.55,,,0.084,,0.05,,0.395,0.040999999999999995,0.02
4144,2.0,0.34712,0.14238,0.126672,0.13528800000000002,0.039273699999999995,1539.0,1577.0,12.9529547,,13841.824104199999,114.5,1.0,1.0,1.0,18.753,,,0.135,,0.05,,0.354,0.040999999999999995,0.02
4145,2.0,0.39236,0.14803,0.173179,0.167824,0.0387288,1585.0,1578.0,11.5845304,,13028.90625,114.8,1.0,1.0,1.0,15.725999999999999,,,0.085,,0.05,,0.40700000000000003,0.04,0.02
4146,2.7911275,0.379575,0.137295,0.15278599999999998,0.152996,0.0408821,1577.0,1588.0,16.6529299,,13099.754299799999,115.9,1.0,1.0,1.0,24.156,,,0.162,,0.05,,0.39399999999999996,0.040999999999999995,0.02
4147,2.9291273999999996,0.362205,0.11695499999999999,0.135773,0.157676,0.0394226,1599.0,1626.0,17.7338809,,13475.8713137,112.5,1.0,1.0,1.0,28.788,,,0.157,,0.05,,0.377,0.031,0.02
4148,3.2085696,0.32071,0.11413,0.0918695,0.131822,0.039623900000000004,1563.0,1596.0,13.6677395,,13726.925609,115.5,1.0,1.0,1.0,20.289,,,0.08099999999999999,,0.05,,0.328,0.04,0.02
4149,,0.355015,0.123735,0.157813,0.150376,0.040082099999999996,1571.0,1599.0,12.203009,,13024.294156299999,114.8,1.0,1.0,1.0,21.179000000000002,,,0.155,,0.05,,0.366,0.040999999999999995,0.02
4150,3.0,0.390255,0.165545,0.22832199999999997,0.181456,0.0408851,1541.0,1599.0,9.180368099999999,,13614.7651007,115.4,2.0,1.0,1.0,17.458,,,0.126,,0.05,,0.39899999999999997,0.042,0.02
4151,3.7598547999999994,0.363035,0.104525,0.11861,0.149036,0.040082099999999996,1534.0,1582.0,13.824464800000001,,13754.240390500001,115.1,1.0,1.0,1.0,22.603,,,0.057999999999999996,,0.05,,0.381,0.040999999999999995,0.02
4152,,0.33691,0.08475,0.07814650000000001,0.148018,0.039508999999999996,1567.0,1582.0,12.330703399999999,,12669.3069307,113.3,1.0,1.0,1.0,18.407,,,0.102,,0.05,,0.354,0.040999999999999995,0.02
4153,3.4686684000000003,0.29639499999999996,0.118085,0.149331,0.126828,0.039279900000000006,1518.0,1577.0,12.151170599999999,,13534.8837209,113.7,1.0,1.0,1.0,18.166,,,0.102,,0.05,,0.295,0.042,0.02
4154,,0.31499,0.08136,0.09256349999999999,0.137322,0.039623900000000004,1550.0,1584.0,11.5908692,,13233.5025381,114.8,1.0,1.0,1.0,17.631,,,0.107,,0.05,,0.327,0.040999999999999995,0.02
4155,,0.23533,0.10282999999999999,0.058289999999999995,0.124704,0.040454699999999996,1552.0,1578.0,9.7632485,,13291.875,116.0,1.0,1.0,1.0,14.493,,,0.07400000000000001,,0.05,,0.226,0.042,0.02
4156,,0.29591,0.08136,0.0016725000000000002,0.148518,0.0404261,1548.0,1577.0,11.1395716,,13153.961634700001,118.4,1.0,1.0,1.0,16.468,,,,,0.05,,0.307,0.042,0.02
4157,,0.29066,0.12995,0.11634800000000001,0.116552,0.03905,1537.0,1576.0,10.7905156,,13443.9344262,114.7,1.0,1.0,1.0,15.927999999999999,,,0.07400000000000001,,0.05,,0.287,0.043,0.02
4158,,0.28230500000000003,0.105655,0.070546,0.14662,0.0391935,1554.0,1576.0,11.324605499999999,,12946.7889908,115.4,1.0,1.0,1.0,16.147000000000002,,,0.048,,0.05,,0.28300000000000003,0.044000000000000004,0.02
4159,,0.31074,0.0565,0.050892,0.14128800000000002,0.0394226,1556.0,1577.0,8.6835165,,13683.6363636,114.8,1.0,1.0,1.0,14.048,,,,,0.05,,0.32799999999999996,0.043,0.02
4160,,0.362935,0.13955499999999998,0.179624,0.178868,0.039480400000000006,1532.0,1571.0,11.3817054,,13279.884225799999,116.2,1.0,1.0,1.0,18.352999999999998,,,0.075,,0.05,,0.37200000000000005,0.043,0.02
4161,,0.327415,0.09209500000000001,0.1016195,0.15571400000000002,0.0404261,1531.0,1569.0,13.0770295,,13437.788018399999,118.4,1.0,1.0,1.0,19.957,,,0.073,,0.05,,0.34,0.043,0.02
4162,,0.26178,0.06892999999999999,0.0572245,0.142342,0.039279900000000006,1553.0,1588.0,11.3175367,,12628.672566399999,114.8,1.0,1.0,1.0,15.417,,,0.09699999999999999,,0.05,,0.265,0.044000000000000004,0.02
4163,2.0,0.29772,0.08701,0.134595,0.165324,0.038419,1557.0,1582.0,9.9493881,,12845.994345000001,112.5,1.0,1.0,1.0,14.001,,,0.188,,0.05,,0.303,0.031,0.02
4164,4.1704152,0.33731500000000003,0.105655,0.145793,0.205544,0.038161400000000005,1551.0,1633.0,10.9399464,,14575.554148199999,112.3,1.0,1.0,1.0,15.869000000000002,,,0.196,,0.05,,0.348,0.049,0.02
4165,1.8238771,0.35713,0.14577,0.198505,0.227812,0.038591,1583.0,1604.0,14.9541492,,12421.395348799999,112.3,1.0,1.0,1.0,22.776,,,0.33899999999999997,,0.47,,,0.031,0.02
4166,2.3086277,0.3448,0.10622000000000001,0.1233255,0.17488199999999998,0.0397268,1580.0,1600.0,11.5898936,,13148.275862100001,115.9,1.0,1.0,1.0,16.947,,,0.115,,0.05,,0.358,0.033,0.02
4167,2.3081642,0.34013499999999997,0.080795,0.0967125,0.16899,0.0389969,1552.0,1594.0,18.981132100000004,,13171.360381899998,115.1,1.0,1.0,1.0,27.665,,,0.191,,0.05,,0.358,0.032,0.02
4168,2.3126506,0.25425,0.08249,0.052516499999999994,0.11716199999999999,0.038910900000000005,1562.0,1587.0,13.93275,,13222.998872600001,114.9,1.0,1.0,1.0,18.577,,,0.096,,0.04,,0.262,0.033,0.02
4169,2.0,0.252815,0.123735,0.050697000000000006,0.123972,0.03831180000000001,1571.0,1582.0,10.7136742,,12610.546875,112.6,1.0,1.0,1.0,15.017000000000001,,,0.086,,0.05,,0.244,0.038,0.02
4170,2.0626618000000003,0.26865,0.10509,0.076796,0.140348,0.0384255,1586.0,1583.0,13.074959199999999,,12736.082474200002,112.6,1.0,1.0,1.0,17.811,,,0.085,,0.05,,0.266,0.037000000000000005,0.02
4171,2.9550926,0.37088499999999996,0.147465,0.18848499999999999,0.179944,0.0398533,1550.0,1584.0,13.133065799999999,,13373.423860299998,116.3,1.0,1.0,1.0,18.182000000000002,,,0.106,,0.05,,0.38,0.038,0.02
4172,2.3293706000000003,0.381605,0.11921500000000002,0.1240945,0.187042,0.039996199999999996,1581.0,1586.0,16.1685337,,13077.4299835,117.7,1.0,1.0,1.0,25.178,,,0.086,,0.05,,0.401,0.040999999999999995,0.02
4173,2.5593137,0.33920500000000003,0.110175,0.106879,0.17374,0.0403388,1594.0,1586.0,17.6745995,,12981.7120623,112.3,1.0,1.0,1.0,25.746,,,0.191,,0.05,,0.35100000000000003,0.040999999999999995,0.02
4174,3.0,0.320295,0.138425,0.14246199999999998,0.13426,0.038910900000000005,1549.0,1581.0,12.0761329,,13437.0898716,112.9,1.0,1.0,1.0,16.655,,,0.064,,0.05,,0.321,0.08199999999999999,0.02
4175,3.1452581000000004,0.4416,0.16272,0.2018585,0.30109400000000003,0.0391966,1586.0,1583.0,12.396577800000001,,13038.2608696,111.2,1.0,1.0,1.0,17.307000000000002,,,0.11199999999999999,,0.05,,0.46399999999999997,0.043,0.02
4176,3.2520743,0.262915,0.131645,0.051162,0.16526400000000002,0.0394824,1565.0,1579.0,12.1563171,,12940.999057500001,114.1,1.0,1.0,1.0,16.357,,,0.11199999999999999,,0.05,,0.255,0.052000000000000005,0.02
4177,3.635514,0.38606,0.13899,0.170928,0.192444,0.0396821,1596.0,1591.0,15.4025707,,13301.017576299999,118.1,1.0,1.0,1.0,24.965,,,0.07200000000000001,,0.05,,0.401,0.042,0.02
4178,3.8006042,0.285545,0.13955499999999998,0.1142095,0.151162,0.0403956,1548.0,1583.0,16.6786845,,13871.348763,114.2,1.0,1.0,1.0,22.822,,,0.136,,0.05,,0.27899999999999997,0.040999999999999995,0.02
4179,3.0,0.35053,0.11639000000000001,0.10211100000000001,0.143232,0.0404524,1593.0,1585.0,15.021982300000001,,12992.1161826,114.6,1.0,1.0,1.0,21.64,,,0.073,,0.05,,0.364,0.048,0.02
4180,3.0,0.24956,0.14012,0.074804,0.13184,0.0402811,1580.0,1583.0,14.754505800000002,,12724.0793201,113.9,1.0,1.0,1.0,22.558000000000003,,,0.106,,0.05,,0.23600000000000002,0.076,0.02
4181,2.5731707000000004,0.34221,0.12317,0.165751,0.18174400000000002,0.0411667,1578.0,1586.0,15.3988396,,12603.2667877,116.1,1.0,1.0,1.0,20.643,,,0.129,,0.05,,0.35,0.045,0.02
4182,3.0514815,0.36408,0.14351,0.171532,0.189952,0.0415661,1578.0,1579.0,16.7296841,,12954.657873,117.9,1.0,1.0,1.0,25.299,,,0.07400000000000001,,0.05,,0.373,0.042,0.02
4183,3.5998922999999996,0.301475,0.109045,0.097309,0.165832,0.041252,1557.0,1592.0,18.3047695,,13979.495798299999,116.4,1.0,1.0,1.0,25.586,,,0.14800000000000002,,0.05,,0.305,0.044000000000000004,0.02
4184,3.4113636,0.37501,0.10735,0.15091400000000002,0.155144,0.039596,1611.0,1628.0,13.566161800000001,,13994.7712418,111.4,1.0,1.0,1.0,20.402,,,0.138,,0.05,,0.39399999999999996,0.069,0.02
4185,3.7926829,0.35353,0.10509,0.1483105,0.14846199999999998,0.0398196,1566.0,1599.0,13.621344500000001,,14065.052950100002,112.4,1.0,1.0,1.0,19.925,,,0.147,,0.05,,0.368,0.040999999999999995,0.02
4186,3.8891032,0.39542,0.11978,0.1743005,0.211286,0.0409847,1596.0,1596.0,13.147153,,13583.1134565,116.1,1.0,1.0,1.0,24.629,,,0.129,,0.05,,0.416,0.042,0.02
4187,,0.371965,0.124865,0.1250625,0.160746,0.0410989,1543.0,1600.0,15.008,,13458.4221748,118.4,1.0,1.0,1.0,24.388,,,0.075,,0.05,,0.38799999999999996,0.043,0.02
4188,,0.39137,0.10396,0.095587,0.1813,0.0405284,1583.0,1586.0,10.253549699999999,,12904.6153846,115.1,1.0,1.0,1.0,16.85,,,0.128,,0.05,,0.41700000000000004,0.040999999999999995,0.02
4189,,0.324375,0.155375,0.1656985,0.177082,0.03993030000000001,1549.0,1584.0,10.023737599999999,,13359.375,115.1,1.0,1.0,1.0,15.107999999999999,,,0.064,,0.05,,0.322,0.040999999999999995,0.02
4190,,,,,,,,,,,,,,,,,,,,,,,,,
4191,,0.34573000000000004,0.08136,0.0915205,0.156958,0.0401297,1550.0,1582.0,8.5865576,,13307.0938215,115.5,1.0,1.0,1.0,16.324,,,0.065,,0.05,,0.365,0.040999999999999995,0.02
4192,,0.34895,0.13673,0.10919000000000001,0.154448,0.040186400000000004,1550.0,1577.0,9.930214999999999,,13279.4701987,117.0,1.0,1.0,1.0,14.625,,,0.066,,0.05,,0.358,0.04,0.02
