,МАРКА_rare,МАРКА_Э76ХФ,МАРКА_Э90ХАФ,ПРОФИЛЬ_rare,ПРОФИЛЬ_Р65,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
3888,0,1,0,0,1,4.0,41.3333333,16.15,41.3333333,3.004414482568112,0.199375,0.095023,0.087966,0.086883,0.0382815,1584.0,1586.0,11.196290300000001,11933.126935,115.2,15.425999999999998,0.1321788260167713,0.05,0.182,0.040999999999999995,0.02,0.048394,0.09699999999999999,0.138,0.16699999999999998,3212.0,0.002,0.599,0.335,0.1,0.6990000000000001,0.006,0.008,0.064,0.01,0.017,0.486,0.002,0.003,0.003,0.762,0.0004,0.41600000000000004,0.102,0.785,0.005,0.008,0.065,0.011000000000000001,0.012,0.562,0.003,0.036000000000000004,3.6,52.3,0.5,8.5,0.09,2.9,18.3,4.5,60.9,0.7,8.6,0.08,2.7,22.5
3889,0,1,0,0,1,5.0,42.716666700000005,19.6833333,42.716666700000005,3.004414482568112,0.12654,0.103558,0.126047,0.081751,0.0366043,1572.0,1578.0,9.5366569,11927.857747700002,112.9,13.55,0.1321788260167713,0.05,0.08900000000000001,0.040999999999999995,0.02,0.046405,0.073,0.19899999999999998,0.182,3913.0,0.002,0.679,0.33399999999999996,0.10300000000000001,0.679,0.006999999999999999,0.008,0.066,0.009000000000000001,0.017,0.494,0.002,0.003,0.004,0.755,0.0005,0.419,0.10099999999999999,0.782,0.006,0.008,0.065,0.009000000000000001,0.013000000000000001,0.5660000000000001,0.003,0.035,5.7,62.0,0.3,11.8,0.07,2.9,21.3,4.8,62.9,0.9,5.3,0.27,2.7,22.9
3890,0,1,0,0,1,5.0,45.1833333,23.783333300000002,45.1833333,3.004414482568112,0.30937,0.095592,0.105974,0.11318199999999999,0.038316,1562.0,1584.0,17.334347199999996,11834.3377715,114.0,25.963,0.124,0.05,0.317,0.042,0.02,0.048575,0.13,0.166,0.168,4691.0,0.002,0.5529999999999999,0.353,0.102,0.718,0.006,0.008,0.066,0.01,0.019,0.485,0.002,0.004,0.003,0.765,0.0003,0.42,0.102,0.775,0.006,0.01,0.066,0.01,0.015,0.562,0.003,0.037000000000000005,4.2,59.2,0.4,9.2,0.13,2.6,22.5,4.2,55.9,0.4,3.7,0.06,2.8,18.9
3891,0,1,0,0,1,7.0,51.7,19.8666667,51.7,3.004414482568112,0.296835,0.11436900000000001,0.133105,0.125135,0.038144800000000006,1570.0,1599.0,12.1369727,12328.1879195,111.8,20.38,0.16,0.05,0.297,0.042,0.02,0.048358,0.13699999999999998,0.209,0.201,4082.0,0.001,0.537,0.32,0.113,0.6659999999999999,0.006999999999999999,0.01,0.075,0.009000000000000001,0.018000000000000002,0.46299999999999997,0.001,0.003,0.003,0.757,0.0001,0.419,0.114,0.787,0.006,0.011000000000000001,0.075,0.01,0.013000000000000001,0.5579999999999999,0.002,0.036000000000000004,4.2,56.6,0.3,12.9,0.1,2.4,23.5,4.2,55.6,0.4,16.1,0.12,2.2,25.1
3892,0,1,0,0,1,5.0,40.85,23.35,40.85,3.4310099999999997,0.28511,0.11266199999999998,0.154527,0.132936,0.038572300000000004,1548.0,1586.0,15.036719699999999,12580.7280514,113.3,20.475,0.222,0.05,0.282,0.059000000000000004,0.02,0.0489,0.14,0.243,0.198,4896.0,0.001,0.521,0.322,0.098,0.643,0.006,0.009000000000000001,0.066,0.006,0.019,0.446,0.002,0.003,0.002,0.7759999999999999,0.0002,0.418,0.1,0.78,0.005,0.011000000000000001,0.067,0.006999999999999999,0.013999999999999999,0.5529999999999999,0.003,0.035,3.8,55.0,0.5,13.8,0.14,2.2,25.0,3.5,53.1,0.9,10.4,0.16,2.2,27.0
3893,0,1,0,0,1,7.0,40.8666667,24.0,40.8666667,3.8329487999999996,0.2985429,0.138267,0.167443,0.154604,0.0395425,1545.0,1589.0,14.3207178,12572.5,117.1,19.508,0.16899999999999998,0.05,0.27899999999999997,0.039,0.02,0.05013,0.168,0.263,0.243,5029.0,0.001,0.521,0.309,0.10099999999999999,0.643,0.006,0.009000000000000001,0.067,0.008,0.02,0.44,0.002,0.004,0.003,0.772,0.0002,0.42100000000000004,0.10400000000000001,0.789,0.005,0.01,0.068,0.009000000000000001,0.013999999999999999,0.5539999999999999,0.003,0.037000000000000005,3.0,49.1,0.8,14.6,0.27,1.7,28.8,4.0,57.5,0.9,7.5,0.19,2.2,26.0
3894,0,1,0,0,1,6.0,41.3666667,32.2,41.3666667,4.107405600000001,0.1958065,0.11038599999999998,0.058482000000000006,0.11703599999999999,0.03894380000000001,1581.0,1638.0,11.5759871,12831.0559006,114.6,15.962,0.14800000000000002,0.05,0.152,0.069,0.02,0.049371,0.156,0.09,0.19399999999999998,6886.0,0.002,0.619,0.331,0.087,0.738,0.005,0.008,0.059000000000000004,0.013000000000000001,0.015,0.47,0.002,0.004,0.005,0.75,0.0014,0.425,0.08900000000000001,0.7929999999999999,0.005,0.009000000000000001,0.06,0.013999999999999999,0.012,0.56,0.003,0.039,3.9,59.8,0.5,12.6,0.11,2.7,22.2,4.2,63.1,0.7,6.4,0.1,2.7,23.1
3895,0,1,0,0,1,6.0,42.5166667,23.1333333,42.5166667,3.004414482568112,0.383285,0.149647,0.139738,0.17941400000000002,0.0387435,1576.0,1613.0,17.4157585,12371.7579251,114.7,24.682,0.085,0.05,0.397,0.040999999999999995,0.02,0.049117,0.218,0.218,0.263,4770.0,0.001,0.47,0.297,0.099,0.6609999999999999,0.005,0.009000000000000001,0.065,0.009000000000000001,0.017,0.409,0.001,0.004,0.003,0.77,0.0004,0.42100000000000004,0.099,0.7829999999999999,0.005,0.01,0.065,0.01,0.011000000000000001,0.5720000000000001,0.003,0.036000000000000004,4.1,55.1,0.3,11.5,0.11,2.3,24.2,4.4,55.5,0.7,10.4,0.09,2.2,25.0
3896,0,1,0,0,1,5.0,47.6833333,19.1333333,47.6833333,1.6612737000000002,0.28037,0.08535,0.032244,0.119577,0.0372889,1594.0,1614.0,10.420952,11458.536585400001,109.8,16.358,0.094,0.05,0.28600000000000003,0.05472961086294361,0.02,0.047273,0.171,0.048,0.15,3654.0,0.001,0.5329999999999999,0.344,0.08900000000000001,0.746,0.005,0.006999999999999999,0.059000000000000004,0.013000000000000001,0.018000000000000002,0.44299999999999995,0.002,0.005,0.003,0.774,0.0006,0.42,0.091,0.782,0.004,0.008,0.06,0.013999999999999999,0.013000000000000001,0.5529999999999999,0.003,0.038,4.0,51.6,0.6,17.0,0.19,2.0,25.5,4.0,55.9,0.5,10.8,0.13,2.2,26.0
3897,0,1,0,0,1,7.0,52.1833333,26.5,52.1833333,3.1183673,0.357115,0.11209300000000001,0.10393800000000002,0.138534,0.0377457,1545.0,1607.0,11.582759199999998,12937.3584906,113.2,20.08,0.096,0.05,0.373,0.042,0.02,0.047852,0.17,0.162,0.19699999999999998,5714.0,0.002,0.493,0.32299999999999995,0.11,0.682,0.006999999999999999,0.008,0.071,0.01,0.022000000000000002,0.429,0.002,0.003,0.003,0.7879999999999999,0.0003,0.41700000000000004,0.107,0.7759999999999999,0.006,0.01,0.07,0.011000000000000001,0.013000000000000001,0.5670000000000001,0.003,0.036000000000000004,3.2,44.6,0.8,9.2,0.18,1.7,26.8,4.8,49.6,0.3,6.2,0.05,2.4,21.1
3898,0,1,0,0,1,14.0,49.7,21.4,49.7,2.8679597,0.33874,0.141112,0.128985,0.173235,0.039970900000000004,1540.0,1592.0,15.7301674,12975.7009346,117.4,25.579,0.073,0.05,0.344,0.053,0.02,0.050673,0.213,0.201,0.248,4628.0,0.001,0.498,0.302,0.10400000000000001,0.672,0.006,0.009000000000000001,0.064,0.01,0.019,0.409,0.002,0.003,0.003,0.779,0.0003,0.418,0.10300000000000001,0.7809999999999999,0.005,0.01,0.064,0.011000000000000001,0.013000000000000001,0.5660000000000001,0.003,0.037000000000000005,3.2,45.3,3.1,9.9,0.18,2.3,20.0,3.7,51.7,0.3,8.9,0.08,2.2,23.3
3899,0,1,0,0,1,21.0,45.5666667,20.55,45.5666667,3.4223958,0.32187,0.155906,0.139959,0.157452,0.038886300000000006,1552.0,1590.0,9.0032919,12966.423357700001,115.8,13.675,0.075,0.05,0.32,0.052000000000000005,0.02,0.049298,0.184,0.21899999999999997,0.27399999999999997,4441.0,0.002,0.525,0.293,0.096,0.664,0.005,0.009000000000000001,0.064,0.008,0.018000000000000002,0.436,0.002,0.003,0.003,0.774,0.0002,0.423,0.098,0.785,0.004,0.009000000000000001,0.064,0.009000000000000001,0.013999999999999999,0.564,0.003,0.037000000000000005,3.7,55.3,0.5,13.5,0.12,2.3,24.3,4.1,59.9,0.8,7.7,0.09,2.5,23.6
3900,0,1,0,0,1,25.0,42.966666700000005,22.85,42.966666700000005,3.5537634,0.3404115,0.163303,0.180503,0.184084,0.0389722,1536.0,1591.0,14.940418900000001,13320.787746200001,115.1,21.398000000000003,0.18,0.05,0.316,0.037000000000000005,0.02,0.049407,0.20800000000000002,0.28300000000000003,0.287,5073.0,0.001,0.48200000000000004,0.278,0.09300000000000001,0.616,0.006,0.009000000000000001,0.067,0.006,0.018000000000000002,0.38799999999999996,0.001,0.003,0.003,0.7809999999999999,0.0004,0.414,0.092,0.7809999999999999,0.005,0.011000000000000001,0.067,0.006999999999999999,0.01,0.556,0.003,0.034,4.3,51.2,0.6,11.5,0.28,2.0,25.9,4.9,51.8,0.5,12.1,0.15,2.3,25.2
3901,0,1,0,0,1,24.0,47.783333299999995,18.8166667,47.783333299999995,2.3387806,0.34329499999999996,0.151923,0.16983900000000002,0.148782,0.039115,1559.0,1592.0,10.6566091,12649.4242693,113.9,16.796,0.096,0.05,0.34600000000000003,0.044000000000000004,0.02,0.049588,0.158,0.267,0.267,3967.0,0.001,0.49700000000000005,0.292,0.10800000000000001,0.635,0.006,0.009000000000000001,0.077,0.006999999999999999,0.02,0.441,0.002,0.002,0.003,0.7759999999999999,0.0002,0.418,0.105,0.785,0.005,0.011000000000000001,0.076,0.006999999999999999,0.012,0.5720000000000001,0.003,0.036000000000000004,3.6,54.2,0.3,14.4,0.11,2.1,25.6,3.6,51.9,0.5,13.2,0.13,2.2,25.3
3902,0,1,0,0,1,28.0,49.533333299999995,26.85,49.533333299999995,3.3759669999999997,0.325025,0.164441,0.198737,0.15474100000000002,0.03979969999999999,1537.0,1587.0,9.298511,12943.016759799999,115.3,15.092,0.147,0.05,0.32,0.033,0.02,0.050456,0.155,0.313,0.289,5792.0,0.001,0.539,0.284,0.106,0.619,0.006,0.01,0.075,0.006,0.02,0.434,0.002,0.002,0.002,0.7809999999999999,0.00031917001769339907,0.42,0.105,0.785,0.005,0.01,0.075,0.006999999999999999,0.015,0.565,0.003,0.036000000000000004,3.5,53.1,0.5,14.8,0.09,2.2,24.7,4.4,57.7,0.6,10.0,0.1,2.4,23.9
3903,0,1,0,0,1,18.0,45.1666667,14.866666699999998,45.1666667,3.004414482568112,0.29229499999999997,0.148509,0.136761,0.187668,0.0388011,1583.0,1584.0,15.5750943,11385.2017937,114.2,22.93,0.141,0.05,0.285,0.038,0.02,0.04919,0.23199999999999998,0.213,0.261,2821.0,0.001,0.546,0.294,0.102,0.6659999999999999,0.006,0.01,0.076,0.01,0.02,0.40299999999999997,0.001,0.003,0.003,0.774,0.0002,0.418,0.102,0.7859999999999999,0.006,0.011000000000000001,0.076,0.01,0.012,0.563,0.003,0.037000000000000005,3.3,52.5,0.8,15.8,0.24,2.0,25.9,4.3,60.9,0.6,6.2,0.11,2.6,23.1
3904,0,1,0,0,1,19.0,47.3333333,21.4833333,47.3333333,2.3489138,0.30217790000000005,0.146802,0.139551,0.135318,0.039000599999999996,1553.0,1589.0,10.773243699999998,11925.523661799998,114.6,16.910999999999998,0.096,0.05,0.28300000000000003,0.042,0.02,0.049443,0.15,0.21899999999999997,0.258,4270.0,0.001,0.512,0.299,0.10300000000000001,0.6679999999999999,0.006,0.01,0.069,0.008,0.02,0.451,0.002,0.003,0.003,0.775,0.0002,0.42100000000000004,0.105,0.7859999999999999,0.005,0.011000000000000001,0.071,0.008,0.013999999999999999,0.565,0.003,0.037000000000000005,3.0,43.3,1.4,8.3,0.11,2.3,18.5,3.9,49.9,0.9,8.1,0.08,2.1,25.0
3905,0,1,0,0,1,23.0,47.85,19.8,47.85,3.2043902,0.30349499999999996,0.134853,0.144499,0.13213699999999998,0.0381732,1557.0,1578.0,16.4229416,13106.0606061,111.1,25.93,0.14800000000000002,0.0500001,0.30100000000000005,0.040999999999999995,0.02,0.048394,0.14300000000000002,0.22699999999999998,0.237,4325.0,0.001,0.5479999999999999,0.297,0.128,0.6509999999999999,0.006999999999999999,0.008,0.08,0.006999999999999999,0.021,0.439,0.001,0.002,0.003,0.7759999999999999,0.0002,0.414,0.127,0.7829999999999999,0.006,0.01,0.08,0.008,0.012,0.561,0.003,0.036000000000000004,4.2,49.2,0.4,13.3,0.13,2.1,23.5,4.0,48.8,1.0,10.4,0.23,2.2,22.0
3906,0,1,0,0,1,25.0,45.2,21.7666667,45.2,3.7443608999999998,0.36653,0.14566400000000002,0.19128499999999998,0.157885,0.0396853,1560.0,1576.0,10.9447236,13335.9877489,112.7,16.335,0.187,0.05,0.375,0.038,0.02,0.050311,0.163,0.301,0.256,4838.0,0.001,0.49700000000000005,0.294,0.11599999999999999,0.622,0.006999999999999999,0.008,0.071,0.006999999999999999,0.021,0.433,0.002,0.002,0.003,0.7709999999999999,0.0003,0.418,0.11699999999999999,0.792,0.006,0.009000000000000001,0.071,0.008,0.013999999999999999,0.575,0.003,0.037000000000000005,3.1,55.4,0.3,11.3,0.06,2.0,27.6,3.4,57.7,0.4,10.1,0.07,2.1,27.0
3907,0,1,0,0,1,17.0,46.1833333,21.1166667,46.1833333,2.9176889999999998,0.29769,0.172976,0.191028,0.177894,0.0400844,1580.0,1579.0,13.969864999999999,11888.2399369,114.7,21.273000000000003,0.23399999999999999,0.05,0.285,0.038,0.02,0.050817,0.19399999999999998,0.3,0.304,4184.0,0.001,0.535,0.27399999999999997,0.114,0.623,0.006,0.006999999999999999,0.071,0.006999999999999999,0.019,0.413,0.002,0.003,0.003,0.763,0.0004,0.41600000000000004,0.113,0.782,0.005,0.009000000000000001,0.07200000000000001,0.008,0.012,0.551,0.003,0.037000000000000005,3.7,50.9,0.4,14.1,0.18,2.0,25.8,3.3,58.0,0.4,8.6,0.07,2.1,27.3
3908,0,1,0,0,1,22.0,40.7,24.0666667,40.7,4.534474299999999,0.27529499999999996,0.145095,0.151759,0.118577,0.0398122,1541.0,1576.0,11.6070774,13327.9778393,114.4,15.489,0.14400000000000002,0.05,0.264,0.040999999999999995,0.02,0.050456,0.11900000000000001,0.239,0.255,5346.0,0.002,0.525,0.297,0.126,0.6579999999999999,0.005,0.009000000000000001,0.079,0.008,0.019,0.45899999999999996,0.002,0.002,0.002,0.7659999999999999,0.0002,0.418,0.125,0.785,0.005,0.01,0.079,0.008,0.015,0.544,0.003,0.036000000000000004,3.7,56.7,1.1,13.4,0.11,2.4,23.3,3.6,56.8,0.6,10.7,0.18,2.2,26.4
3909,0,1,0,0,1,14.0,53.033333299999995,25.4833333,53.033333299999995,5.260490900000001,0.19664500000000001,0.10298900000000001,0.06714400000000001,0.111632,0.0373881,1523.0,1575.0,10.301309,13771.353825999999,114.6,17.269000000000002,0.084,0.05,0.17800000000000002,0.040999999999999995,0.02,0.047237,0.14400000000000002,0.10400000000000001,0.18100000000000002,5849.0,0.002,0.629,0.33299999999999996,0.12300000000000001,0.738,0.006,0.006999999999999999,0.07400000000000001,0.011000000000000001,0.018000000000000002,0.475,0.002,0.003,0.003,0.76,0.0004,0.41700000000000004,0.11900000000000001,0.7879999999999999,0.005,0.008,0.07400000000000001,0.011000000000000001,0.015,0.561,0.003,0.035,2.9,66.4,0.4,10.1,0.09,3.2,20.7,3.7,59.2,0.6,6.8,0.15,2.3,26.0
3910,0,1,0,0,1,20.0,41.216666700000005,18.0166667,41.216666700000005,3.796518,0.288585,0.12233499999999999,0.090962,0.11361099999999999,0.0396779,1576.0,1579.0,14.5997534,12838.112858499999,113.1,19.734,0.157,0.05,0.287,0.039,0.02,0.05013,0.13699999999999998,0.142,0.215,3855.0,0.001,0.539,0.315,0.139,0.71,0.006,0.006,0.083,0.011000000000000001,0.018000000000000002,0.473,0.002,0.003,0.003,0.753,0.0002,0.419,0.13699999999999998,0.7929999999999999,0.005,0.008,0.083,0.012,0.015,0.557,0.002,0.037000000000000005,3.5,59.9,0.4,8.0,0.09,2.4,25.4,3.7,57.5,0.8,11.5,0.22,2.2,26.7
3911,0,1,0,0,1,20.0,42.1666667,20.716666699999998,42.1666667,3.8986637,0.296595,0.10526500000000001,0.06623899999999999,0.096487,0.0395639,1574.0,1591.0,9.2568379,12306.0337892,110.9,13.011,0.168,0.05,0.301,0.042,0.02,0.049986,0.121,0.10300000000000001,0.185,4249.0,0.002,0.5429999999999999,0.326,0.10800000000000001,0.726,0.005,0.006999999999999999,0.07200000000000001,0.011000000000000001,0.017,0.48100000000000004,0.002,0.003,0.003,0.7559999999999999,0.0004,0.41600000000000004,0.107,0.7859999999999999,0.005,0.009000000000000001,0.07200000000000001,0.011000000000000001,0.011000000000000001,0.5670000000000001,0.003,0.038,3.2,47.0,0.7,9.0,0.09,2.5,19.0,4.1,53.5,0.3,7.6,0.06,2.6,20.2
3912,0,1,0,0,1,23.0,42.5166667,20.8333333,42.5166667,3.5589552,0.347588,0.14794000000000002,0.14696199999999998,0.163901,0.040565199999999996,1582.0,1584.0,12.0269475,12628.8,115.0,16.811,0.154,0.05,0.312,0.040999999999999995,0.02,0.051251,0.191,0.23,0.26,4385.0,0.001,0.494,0.295,0.099,0.653,0.005,0.006999999999999999,0.065,0.009000000000000001,0.016,0.418,0.002,0.002,0.002,0.762,0.0003,0.419,0.098,0.7859999999999999,0.005,0.01,0.066,0.01,0.012,0.561,0.003,0.038,3.7,54.8,0.5,14.0,0.11,2.2,25.2,4.3,57.4,0.4,8.9,0.07,2.6,22.2
3913,0,1,0,0,1,20.0,45.3333333,22.966666699999998,45.3333333,3.9410663999999995,0.3039445,0.12461099999999999,0.089824,0.119777,0.0401077,1558.0,1576.0,10.741102900000001,12882.148040600001,113.7,16.230999999999998,0.157,0.05,0.302,0.052000000000000005,0.02,0.050673,0.147,0.14,0.21899999999999997,4931.0,0.001,0.536,0.315,0.091,0.7090000000000001,0.005,0.006999999999999999,0.057999999999999996,0.009000000000000001,0.016,0.461,0.002,0.003,0.002,0.759,0.0001,0.42,0.08900000000000001,0.7909999999999999,0.004,0.011000000000000001,0.057999999999999996,0.009000000000000001,0.013000000000000001,0.556,0.003,0.038,2.7,60.0,0.4,9.4,0.12,2.3,25.9,4.0,56.9,0.5,10.6,0.11,2.3,25.1
3914,0,1,0,0,1,23.0,41.6833333,23.5166667,41.6833333,5.8719479,0.3288621,0.149647,0.13586099999999998,0.138843,0.03959240000000001,1581.0,1631.0,10.3099172,14420.411056,112.1,14.179,0.226,0.05,0.28300000000000003,0.040999999999999995,0.02,0.050022000000000004,0.157,0.213,0.263,5652.0,0.002,0.506,0.292,0.083,0.6679999999999999,0.004,0.01,0.055999999999999994,0.009000000000000001,0.017,0.465,0.002,0.003,0.003,0.7559999999999999,0.0003,0.42,0.087,0.789,0.004,0.011000000000000001,0.057,0.01,0.013999999999999999,0.545,0.003,0.038,3.7,58.9,0.6,9.1,0.11,2.5,23.3,3.6,58.8,0.7,8.0,0.17,2.3,25.7
3915,0,1,0,0,1,21.0,49.8666667,28.566666700000003,49.8666667,4.0928678,0.27197709999999997,0.12745599999999999,0.068001,0.124173,0.03979269999999999,1541.0,1605.0,10.789133,13083.0805134,112.7,17.871,0.159,0.05,0.26,0.091,0.02,0.050275,0.163,0.105,0.22399999999999998,6229.0,0.002,0.55,0.314,0.087,0.732,0.005,0.008,0.062,0.01,0.017,0.466,0.002,0.004,0.003,0.755,0.0006,0.423,0.08800000000000001,0.792,0.005,0.01,0.063,0.012,0.012,0.552,0.003,0.036000000000000004,3.3,63.1,0.4,8.8,0.11,2.5,24.9,3.7,55.2,0.8,9.7,0.16,2.1,27.0
3916,0,1,0,0,1,35.0,44.533333299999995,24.6,44.533333299999995,3.8747178,0.40697990000000006,0.153061,0.13605799999999998,0.115579,0.04027940000000001,1559.0,1591.0,9.828345599999999,12987.804878,113.9,14.505,0.191,0.05,0.391,0.07400000000000001,0.02,0.05089,0.121,0.214,0.26899999999999996,5325.0,0.001,0.424,0.289,0.078,0.667,0.004,0.009000000000000001,0.054000000000000006,0.006999999999999999,0.013000000000000001,0.462,0.001,0.002,0.002,0.759,0.0002,0.41600000000000004,0.075,0.785,0.004,0.012,0.054000000000000006,0.008,0.01,0.564,0.003,0.037000000000000005,3.2,61.6,0.2,8.9,0.11,2.5,24.3,3.3,57.3,0.7,9.9,0.13,2.1,26.7
3917,0,1,0,0,1,24.0,48.533333299999995,27.633333299999997,48.533333299999995,4.7862917000000005,0.381085,0.146233,0.161247,0.090081,0.0403079,1535.0,1589.0,11.649157,13737.7563329,114.6,18.616,0.222,0.05,0.39399999999999996,0.114,0.02,0.050926,0.071,0.255,0.257,6327.0,0.001,0.42200000000000004,0.3,0.099,0.645,0.006,0.01,0.064,0.006999999999999999,0.016,0.484,0.002,0.002,0.003,0.76,0.0001,0.424,0.09699999999999999,0.7909999999999999,0.005,0.013000000000000001,0.064,0.008,0.012,0.564,0.003,0.035,3.5,61.1,0.8,8.2,0.1,2.7,22.4,3.6,56.9,0.6,12.6,0.17,2.1,26.6
3918,0,1,0,0,1,29.0,45.033333299999995,19.1666667,45.033333299999995,3.5946364,0.371725,0.143957,0.133129,0.126437,0.0407084,1577.0,1584.0,10.5681148,12625.0434783,113.9,15.540999999999999,0.19899999999999998,0.05,0.384,0.063,0.02,0.051432000000000005,0.139,0.209,0.253,4033.0,0.002,0.45799999999999996,0.299,0.08199999999999999,0.669,0.005,0.008,0.06,0.008,0.013000000000000001,0.451,0.001,0.002,0.003,0.7659999999999999,0.0002,0.42100000000000004,0.079,0.787,0.004,0.013000000000000001,0.06,0.009000000000000001,0.013000000000000001,0.564,0.003,0.036000000000000004,2.8,52.0,0.5,8.7,0.12,2.4,21.5,3.5,50.5,0.7,6.5,0.1,2.6,19.6
3919,0,1,0,0,1,25.0,44.85,19.8833333,44.85,3.5308574999999998,0.44718500000000005,0.151923,0.150249,0.10456199999999999,0.0396779,1543.0,1573.0,9.5118834,12598.4911987,115.8,14.140999999999998,0.063,0.05,0.475,0.04,0.02,0.05013,0.098,0.237,0.267,4175.0,0.002,0.392,0.294,0.10099999999999999,0.652,0.006,0.01,0.067,0.008,0.017,0.462,0.001,0.002,0.003,0.7809999999999999,0.0001,0.419,0.1,0.7829999999999999,0.005,0.012,0.066,0.008,0.016,0.562,0.003,0.035,3.4,52.6,0.8,7.8,0.09,2.8,18.6,4.9,54.4,0.7,4.6,0.07,2.7,20.4
3920,0,1,0,0,1,23.0,42.85,25.3,42.85,3.004414482568112,0.37522,0.166148,0.189199,0.112622,0.0416535,1537.0,1577.0,13.378643799999999,12334.3873518,114.6,19.072,0.10400000000000001,0.05,0.382,0.040999999999999995,0.02,0.052626,0.094,0.299,0.292,5201.0,0.002,0.429,0.278,0.099,0.622,0.006,0.011000000000000001,0.062,0.006999999999999999,0.018000000000000002,0.45899999999999996,0.001,0.002,0.003,0.775,0.0001,0.41700000000000004,0.09699999999999999,0.785,0.005,0.012,0.062,0.008,0.013000000000000001,0.56,0.003,0.036000000000000004,4.3,59.8,0.8,11.5,0.11,2.6,22.8,4.8,57.8,0.8,5.1,0.09,2.6,22.3
3921,0,1,0,0,1,21.0,46.6833333,25.1333333,46.6833333,3.004414482568112,0.354525,0.148509,0.182347,0.148316,0.0383901,1539.0,1574.0,9.035708999999999,12597.6127321,114.0,13.664000000000001,0.158,0.05,0.36,0.042,0.02,0.048503,0.152,0.287,0.261,5277.0,0.001,0.469,0.29,0.10400000000000001,0.614,0.006999999999999999,0.01,0.064,0.006,0.018000000000000002,0.428,0.002,0.002,0.003,0.778,0.0002,0.415,0.10099999999999999,0.784,0.006,0.01,0.063,0.006,0.016,0.5720000000000001,0.003,0.036000000000000004,3.4,55.3,0.6,12.8,0.22,2.3,24.4,3.0,49.0,0.5,11.3,0.19,2.2,22.5
3922,0,1,0,0,1,24.0,43.2,16.5166667,43.2,3.004414482568112,0.3662,0.126318,0.11943,0.164145,0.039392199999999995,1581.0,1585.0,12.1617847,12529.162462200002,115.3,17.415,0.13699999999999998,0.05,0.381,0.040999999999999995,0.02,0.049769,0.203,0.18600000000000003,0.222,3449.0,0.002,0.473,0.315,0.099,0.677,0.006,0.011000000000000001,0.062,0.009000000000000001,0.017,0.418,0.001,0.003,0.003,0.7759999999999999,0.0004,0.42100000000000004,0.1,0.7879999999999999,0.005,0.011000000000000001,0.061,0.009000000000000001,0.013999999999999999,0.56,0.003,0.036000000000000004,3.8,54.4,0.4,15.6,0.31,2.2,25.1,4.3,57.5,0.3,9.1,0.06,2.2,25.8
3923,0,1,0,0,1,19.0,52.8666667,26.25,52.8666667,4.3483029,0.28251,0.08535,0.048154,0.099962,0.039420699999999996,1534.0,1577.0,8.657899,12555.4285714,115.6,14.995,0.127,0.05,0.28800000000000003,0.083,0.02,0.049805,0.134,0.07400000000000001,0.15,5493.0,0.002,0.525,0.34700000000000003,0.102,0.7490000000000001,0.006,0.009000000000000001,0.064,0.012,0.017,0.478,0.002,0.003,0.003,0.76,0.0002,0.41700000000000004,0.102,0.7859999999999999,0.005,0.011000000000000001,0.065,0.012,0.015,0.5489999999999999,0.003,0.035,3.0,64.8,0.1,7.6,0.05,2.8,22.8,4.7,59.5,1.0,4.4,0.09,2.8,21.3
3924,0,1,0,0,1,25.0,43.8666667,17.6833333,43.8666667,2.3430657000000004,0.35568,0.103558,0.098426,0.11111800000000001,0.0388761,1580.0,1585.0,11.5689721,11906.1262959,114.5,16.82,0.106,0.05,0.373,0.042,0.02,0.049117,0.13,0.154,0.182,3509.0,0.002,0.47700000000000004,0.335,0.10400000000000001,0.6970000000000001,0.006,0.009000000000000001,0.067,0.009000000000000001,0.017,0.475,0.002,0.003,0.003,0.754,0.0001,0.42100000000000004,0.10300000000000001,0.787,0.006,0.01,0.067,0.01,0.015,0.5660000000000001,0.003,0.036000000000000004,3.8,51.7,0.6,11.0,0.1,2.7,19.3,4.4,55.8,0.5,7.7,0.09,2.1,27.0
