t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,Ar (интенс.),эл. энергия (интенс.),расход газ Ar,сыпуч известь РП,сыпуч  шпат плав.,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,химсталь первый Al_1,химсталь первый Mn_1,химсталь первый Si_1,химсталь первый V_1,химсталь последний Al,химсталь последний Ca,химсталь последний Mn,химсталь последний Si,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
35.0,44.7,16.5166667,44.7,2.9896507999999997,0.391288,0.130572,0.15921400000000002,0.204547,0.0385625,1567.0,11.8402685,13204.8435923,17.642,0.37799999999999995,0.042,0.02,0.247,0.25,0.001,0.637,0.384,0.002,0.002,0.0001,0.78,0.5579999999999999,0.035,2.5,45.4,2.6,18.3,0.64,1.7,27.0,3.2,57.5,0.7,11.8,0.12,2.2,26.7
37.0,41.533333299999995,21.1833333,41.533333299999995,2.9896507999999997,0.396948,0.15010199999999999,0.169732,0.167986,0.0377024,1563.0,14.850729300000001,13261.3690008,20.362000000000002,0.124,0.040999999999999995,0.02,0.18600000000000003,0.268,0.001,0.614,0.38799999999999996,0.002,0.003,0.0002,0.797,0.591,0.036000000000000004,2.8,46.3,1.2,17.5,0.59,1.8,26.4,3.2,56.4,0.6,11.9,0.13,2.2,25.9
26.0,41.216666700000005,23.9,41.216666700000005,2.9896507999999997,0.287064,0.129456,0.095202,0.105021,0.0386203,1546.0,11.7221998,12760.6694561,16.105,0.125,0.040999999999999995,0.02,0.121,0.15,0.001,0.696,0.46299999999999997,0.003,0.002,0.0002,0.7759999999999999,0.546,0.036000000000000004,2.8,45.1,0.5,9.4,0.15,2.6,17.6,4.2,57.6,0.9,12.2,0.13,2.2,25.8
23.0,44.05,14.816666699999999,44.05,2.9896507999999997,0.313948,0.111042,0.083387,0.104951,0.0374448,1587.0,14.2157184,13063.667041600002,20.750999999999998,0.10099999999999999,0.040999999999999995,0.02,0.126,0.131,0.001,0.703,0.465,0.002,0.002,0.0001,0.778,0.563,0.036000000000000004,2.8,44.9,0.7,9.6,0.1,2.2,20.9,4.3,58.0,1.0,12.2,0.14,2.2,26.0
22.0,43.6833333,17.6833333,43.6833333,2.9896507999999997,0.370954,0.10434600000000001,0.149753,0.149534,0.0396524,1582.0,16.123071,13110.6503299,23.159000000000002,0.187,0.042,0.02,0.165,0.23600000000000002,0.001,0.66,0.429,0.002,0.003,0.0001,0.792,0.5660000000000001,0.035,2.8,37.6,1.0,8.7,0.09,1.4,26.7,4.5,58.5,0.8,11.4,0.08,2.3,25.8
15.0,45.533333299999995,13.55,45.533333299999995,2.9896507999999997,0.314922,0.11773800000000001,0.10970999999999999,0.154665,0.038792400000000005,1601.0,13.7326733,13018.4501845,20.805,0.1,0.042,0.02,0.18899999999999997,0.171,0.001,0.687,0.43700000000000006,0.002,0.002,0.0001,0.7909999999999999,0.564,0.036000000000000004,2.8,50.4,1.0,21.9,0.26,2.0,25.4,3.2,57.7,0.5,12.4,0.12,2.2,26.6
17.0,43.7,18.533333300000002,43.7,2.9896507999999997,0.32649,0.09765,0.10735499999999999,0.13302,0.037788800000000004,1564.0,14.7761503,13260.4316547,21.409000000000002,0.124,0.043,0.02,0.157,0.168,0.001,0.674,0.433,0.003,0.002,0.0001,0.774,0.557,0.036000000000000004,2.7,47.4,1.2,15.6,0.09,2.1,22.2,3.0,57.0,0.6,12.8,0.07,2.2,25.9
11.0,44.7,15.866666699999998,44.7,2.5102444999999998,0.310718,0.13336199999999998,0.10878499999999999,0.14129,0.038276300000000006,1615.0,13.4872006,12323.949579799999,20.021,0.0,0.042,0.02,0.16899999999999998,0.16999999999999998,0.001,0.6890000000000001,0.441,0.002,0.002,0.0002,0.787,0.563,0.036000000000000004,2.6,42.9,0.9,13.9,0.25,2.1,20.8,4.3,58.2,0.8,10.4,0.08,2.3,25.7
9.0,46.55,18.8666667,46.55,2.3204587,0.36957399999999996,0.165726,0.181675,0.260725,0.038333400000000004,1570.0,10.741799900000002,12625.4416961,16.611,0.07200000000000001,0.034,0.02,0.32,0.28300000000000003,0.001,0.616,0.33,0.002,0.003,0.0002,0.778,0.537,0.036000000000000004,3.0,53.4,1.1,18.3,0.17,2.2,24.6,4.5,57.4,1.0,11.2,0.11,2.2,25.7
9.0,40.8833333,14.5333333,40.8833333,1.8782221999999997,0.357172,0.148428,0.125175,0.179325,0.0389897,1605.0,14.372794099999998,12459.6330275,19.547,0.124,0.033,0.02,0.22,0.195,0.001,0.6679999999999999,0.402,0.003,0.003,0.0003,0.784,0.57,0.037000000000000005,3.4,51.6,0.6,16.6,0.14,2.1,24.4,3.6,46.3,0.6,11.9,0.08,2.2,22.3
6.0,42.1833333,19.3,42.1833333,1.3918129,0.307946,0.118854,0.089175,0.15285,0.0385545,1575.0,13.0380877,11978.238342,18.333,0.062,0.078,0.02,0.195,0.138,0.001,0.703,0.436,0.002,0.002,0.0002,0.782,0.573,0.036000000000000004,3.0,48.8,0.6,13.7,0.09,2.3,21.0,3.2,56.5,0.6,11.5,0.13,2.2,25.8
6.0,42.55,26.5333333,42.55,4.5233555999999995,0.35638000000000003,0.17856,0.21582600000000002,0.18967799999999999,0.038496499999999996,1538.0,11.9608337,13891.2060302,16.898,0.213,0.042,0.02,0.198,0.33899999999999997,0.001,0.601,0.41200000000000003,0.002,0.003,0.0001,0.7909999999999999,0.562,0.036000000000000004,3.0,53.1,0.4,14.7,0.09,2.1,25.8,3.2,58.1,0.7,10.5,0.14,2.2,26.4
6.0,40.2,22.8833333,40.2,3.0,0.24086999999999997,0.11997000000000001,0.063523,0.10578399999999999,0.040163,1557.0,10.1059701,12900.218499600001,13.542,0.0,0.068,0.02,0.135,0.09699999999999999,0.001,0.713,0.455,0.002,0.003,0.0003,0.775,0.5539999999999999,0.037000000000000005,2.9,57.0,0.4,13.4,0.08,2.5,23.2,3.4,59.0,0.5,8.2,0.1,2.2,26.4
6.0,44.033333299999995,29.016666700000002,44.033333299999995,4.033201200000001,0.314098,0.124992,0.128307,0.156156,0.0380946,1560.0,14.4967449,14360.7122343,21.278000000000002,0.125,0.042,0.02,0.185,0.198,0.001,0.6779999999999999,0.449,0.003,0.003,0.0004,0.7979999999999999,0.568,0.037000000000000005,2.8,51.9,0.5,11.3,0.1,2.4,21.9,3.7,57.5,0.4,8.4,0.07,2.5,22.7
7.0,46.8666667,24.7,46.8666667,2.0,0.36441,0.0837,0.169907,0.184496,0.0389564,1561.0,18.578662899999998,13044.534413,29.024,0.05,0.064,0.02,0.21100000000000002,0.263,0.001,0.622,0.39299999999999996,0.004,0.003,0.0001,0.7959999999999999,0.58,0.038,2.8,45.7,0.9,8.1,0.18,2.4,19.2,3.8,58.0,0.8,11.3,0.14,2.4,24.4
8.0,55.033333299999995,28.516666700000002,55.033333299999995,3.9566068999999997,0.32936,0.15624000000000002,0.184369,0.183172,0.0389564,1541.0,10.5914468,13913.9684395,19.4,0.083,0.062,0.02,0.203,0.28600000000000003,0.001,0.616,0.41200000000000003,0.003,0.002,0.0003,0.774,0.528,0.036000000000000004,2.7,54.3,0.8,12.2,0.12,2.2,24.5,3.1,56.7,0.6,10.9,0.15,2.2,26.3
20.0,44.85,22.7,44.85,3.2534125,0.266656,0.104904,0.129504,0.12565199999999999,0.0385259,1548.0,10.3525084,13189.427312799999,15.477,0.0,0.042,0.02,0.138,0.201,0.001,0.662,0.461,0.002,0.002,0.0001,0.778,0.56,0.036000000000000004,2.8,57.2,0.4,14.7,0.2,2.2,25.8,3.2,57.8,0.6,10.4,0.19,2.2,26.0
21.0,48.0833333,20.533333300000002,48.0833333,3.1940904,0.36687800000000004,0.130572,0.13356600000000002,0.221208,0.0385545,1560.0,11.4932773,13491.2337662,18.236,0.0,0.141,0.02,0.282,0.204,0.001,0.644,0.355,0.005,0.003,0.0005,0.778,0.546,0.04,2.8,52.5,2.5,16.2,0.87,2.3,23.2,3.0,53.5,0.7,16.6,0.39,2.2,24.4
23.0,47.3833333,14.233333300000002,47.3833333,3.0,0.336966,0.068634,0.012056,0.142328,0.0380946,1612.0,9.0966228,12132.0843091,14.216,0.07200000000000001,0.079,0.02,0.212,0.013999999999999999,0.002,0.7759999999999999,0.444,0.003,0.003,0.0003,0.78,0.561,0.035,2.6,57.0,0.7,11.9,0.09,2.1,26.7,3.5,56.2,0.5,10.9,0.19,2.4,23.4
21.0,49.1666667,24.7,49.1666667,2.3321718999999996,0.37541399999999997,0.165726,0.161969,0.16791199999999998,0.0400192,1550.0,18.2269831,13042.105263200001,29.872,0.027999999999999997,0.042,0.02,0.18899999999999997,0.251,0.002,0.633,0.41100000000000003,0.002,0.003,0.0002,0.779,0.561,0.036000000000000004,3.0,47.2,0.5,6.0,0.09,2.5,18.7,3.3,58.4,1.0,4.6,0.09,2.2,27.1
4.0,45.3666667,25.85,45.3666667,4.835133900000001,0.320054,0.076446,0.107921,0.20178800000000002,0.03433119999999999,1538.0,20.3832476,14137.717601499999,30.824,0.077,0.191,0.02,0.263,0.16399999999999998,0.002,0.685,0.377,0.006,0.003,0.0006,0.7909999999999999,0.57,0.037000000000000005,2.1,58.5,0.2,2.9,0.18,2.1,27.8,2.4,57.3,0.3,11.0,0.18,2.1,27.3
6.0,40.35,20.35,40.35,3.6057692,0.32158600000000004,0.11606400000000001,0.149792,0.131156,0.0390716,1588.0,10.783643099999999,12445.2088452,14.504000000000001,0.14,0.095,0.02,0.138,0.233,0.002,0.667,0.452,0.002,0.003,0.0004,0.7909999999999999,0.56,0.037000000000000005,2.8,60.0,0.3,11.4,0.09,2.3,26.2,2.5,59.6,0.2,10.3,0.07,2.2,26.8
6.0,43.7333333,21.7,43.7333333,3.7313916,0.33633,0.12434,0.158878,0.142804,0.0393592,1576.0,10.8404726,13183.4101382,15.802999999999999,0.201,0.063,0.02,0.152,0.247,0.002,0.65,0.445,0.002,0.003,0.0003,0.79,0.569,0.037000000000000005,2.7,50.5,1.9,7.1,0.3,2.5,20.2,2.8,60.0,0.5,8.5,0.12,2.3,26.5
10.0,45.1833333,23.55,45.1833333,2.6892911,0.37501,0.14238,0.164884,0.157552,0.038583099999999995,1581.0,21.028993,12499.3630573,31.671999999999997,0.244,0.107,0.02,0.172,0.256,0.002,0.65,0.431,0.002,0.003,0.0002,0.7959999999999999,0.569,0.036000000000000004,2.5,57.2,1.0,9.7,0.16,2.2,26.5,3.6,58.4,0.8,10.4,0.12,2.3,25.8
11.0,40.5166667,15.383333300000002,40.5166667,2.1771347999999997,0.38869499999999996,0.136165,0.166122,0.156576,0.0395315,1598.0,12.38584,12422.535211299999,16.425,0.053,0.062,0.02,0.17,0.258,0.001,0.647,0.428,0.002,0.003,0.0002,0.7979999999999999,0.578,0.037000000000000005,2.7,56.6,0.3,14.4,0.12,2.1,27.4,3.3,53.1,0.7,12.1,0.11,2.1,27.2
5.0,42.7,23.6833333,42.7,3.6014047,0.339765,0.147465,0.17838199999999999,0.141536,0.039962,1549.0,13.6104642,13472.765658000002,19.221,0.063,0.046,0.02,0.142,0.278,0.002,0.635,0.45,0.002,0.003,0.0002,0.7929999999999999,0.5579999999999999,0.037000000000000005,2.7,60.0,0.3,12.1,0.09,2.3,26.2,3.1,59.0,1.0,8.6,0.19,2.2,26.7
8.0,41.7333333,23.85,41.7333333,3.7879046,0.276215,0.105655,0.058222,0.122056,0.03981830000000001,1557.0,12.479566,13333.3333333,17.253,0.075,0.10800000000000001,0.02,0.162,0.08800000000000001,0.002,0.742,0.47100000000000003,0.003,0.003,0.0007,0.79,0.56,0.037000000000000005,3.1,63.2,0.7,8.2,0.11,2.6,24.1,2.7,59.7,0.5,9.6,0.11,2.2,26.7
6.0,38.3833333,18.6833333,38.3833333,3.4012059,0.39860500000000004,0.131645,0.168549,0.18019200000000002,0.039876199999999994,1590.0,13.644522699999998,13067.261373799998,17.23,0.21,0.05,0.02,0.205,0.261,0.001,0.647,0.419,0.002,0.003,0.0001,0.794,0.5670000000000001,0.036000000000000004,2.6,57.3,0.3,12.4,0.11,2.1,26.7,3.0,58.4,0.5,10.2,0.11,2.2,26.2
8.0,40.8666667,20.7,40.8666667,2.9896507999999997,0.38248000000000004,0.11752,0.134936,0.142868,0.0405693,1580.0,18.0910277,12739.1304348,24.644000000000002,0.14800000000000002,0.045,0.02,0.162,0.209,0.002,0.674,0.442,0.002,0.003,0.0002,0.7929999999999999,0.56,0.036000000000000004,3.3,51.6,0.5,7.8,0.08,2.6,20.1,2.7,59.7,0.2,10.5,0.09,2.3,26.1
7.0,42.7,18.6666667,42.7,2.6510903,0.3691,0.14125,0.137018,0.151304,0.0397315,1600.0,13.367584599999999,12725.357142899999,18.878,0.146,0.04,0.02,0.174,0.212,0.002,0.669,0.43700000000000006,0.002,0.003,0.0004,0.79,0.568,0.036000000000000004,2.9,59.3,2.5,7.3,0.11,2.3,25.9,3.0,59.6,1.0,7.6,0.11,2.3,25.9
7.0,46.033333299999995,18.1666667,46.033333299999995,2.7572650000000003,0.347485,0.136165,0.16936700000000002,0.160736,0.0394741,1620.0,13.017699400000001,12930.2752294,19.899,0.13699999999999998,0.042,0.02,0.175,0.263,0.001,0.642,0.431,0.002,0.003,0.0002,0.7929999999999999,0.557,0.036000000000000004,3.0,46.1,0.8,10.4,0.12,2.2,21.3,2.7,58.5,0.4,9.3,0.12,2.2,26.4
19.0,40.85,24.3333333,40.85,4.4193811,0.34508,0.13673,0.16676,0.1292,0.03913030000000001,1582.0,13.7156964,13941.369863,18.52,0.253,0.0,0.02,0.128,0.26,0.002,0.649,0.469,0.002,0.003,0.0002,0.787,0.547,0.036000000000000004,2.5,59.2,0.2,12.9,0.09,2.2,26.8,2.7,59.3,0.4,11.1,0.12,2.2,26.8
15.0,48.3833333,21.8833333,48.3833333,2.9896507999999997,0.38039,0.14464000000000002,0.170665,0.1624,0.0387288,1594.0,12.36538,13064.737243000001,19.843,0.192,0.042,0.02,0.177,0.265,0.001,0.644,0.43200000000000005,0.002,0.003,0.0001,0.7909999999999999,0.563,0.035,3.1,51.8,0.7,14.3,0.07,2.2,24.0,2.9,56.6,0.5,11.3,0.09,2.1,26.6
16.0,48.85,25.4,48.85,2.9896507999999997,0.40285,0.12655999999999998,0.146682,0.132936,0.0393877,1575.0,18.212889999999998,12829.1338583,29.515,0.187,0.043,0.02,0.142,0.228,0.002,0.679,0.485,0.002,0.003,0.0001,0.78,0.55,0.036000000000000004,3.9,59.7,0.7,10.7,0.07,2.4,25.4,3.9,59.7,0.2,9.5,0.06,2.3,26.2
9.0,49.8833333,19.966666699999998,49.8833333,2.9896507999999997,0.36301500000000003,0.144075,0.212783,0.158084,0.0378695,1568.0,11.240441800000001,12963.60601,18.375,0.251,0.042,0.02,0.153,0.332,0.001,0.599,0.42200000000000004,0.002,0.003,0.0002,0.794,0.565,0.036000000000000004,3.1,53.5,1.7,12.6,0.17,2.1,26.1,3.3,54.9,0.6,11.9,0.12,2.1,25.6
16.0,43.033333299999995,24.25,43.033333299999995,2.9896507999999997,0.280485,0.104525,0.09527200000000001,0.08881599999999999,0.0379843,1546.0,12.3120837,13306.3917526,17.660999999999998,0.14800000000000002,0.042,0.02,0.096,0.14800000000000002,0.001,0.698,0.47200000000000003,0.002,0.003,0.0003,0.78,0.5660000000000001,0.035,3.0,51.2,0.7,10.1,0.07,2.3,22.2,3.6,64.0,0.3,4.0,0.06,2.5,26.0
15.0,46.5,16.3166667,46.5,2.9896507999999997,0.288245,0.093225,0.08787,0.12354000000000001,0.0387581,1582.0,10.8796403,13392.4412666,16.803,0.121,0.043,0.02,0.152,0.135,0.001,0.711,0.47100000000000003,0.002,0.003,0.0001,0.785,0.556,0.036000000000000004,3.2,55.6,0.3,10.2,0.07,2.4,23.0,2.9,60.5,0.3,11.5,0.07,2.4,25.6
19.0,44.3666667,20.1833333,44.3666667,2.9896507999999997,0.32333,0.14464000000000002,0.159028,0.149404,0.0388151,1546.0,9.350263,13329.810074299998,13.828,0.126,0.042,0.02,0.162,0.247,0.001,0.644,0.436,0.002,0.002,0.0001,0.789,0.565,0.036000000000000004,3.2,55.4,0.9,14.4,0.14,2.2,25.5,3.0,57.2,0.4,11.5,0.13,2.1,27.1
10.0,44.3666667,18.1333333,44.3666667,2.9896507999999997,0.31209499999999996,0.104525,0.096596,0.119348,0.039015499999999995,1565.0,10.8636928,13404.0441176,16.033,0.126,0.042,0.02,0.142,0.149,0.002,0.705,0.469,0.002,0.003,0.0001,0.784,0.569,0.035,4.2,56.7,1.1,10.4,0.08,2.5,22.7,5.0,61.7,0.6,6.1,0.05,2.7,22.7
10.0,48.9,14.916666699999999,48.9,2.5824487,0.34013000000000004,0.13108,0.088729,0.13361199999999998,0.0385284,1571.0,12.690200099999998,12750.8379888,20.611,0.126,0.040999999999999995,0.02,0.16699999999999998,0.136,0.001,0.708,0.446,0.003,0.003,0.0001,0.782,0.5710000000000001,0.035,3.3,52.8,0.5,8.8,0.06,2.3,22.9,3.4,58.1,0.5,7.4,0.06,2.1,27.7
19.0,47.05,27.5,47.05,2.9896507999999997,0.21416500000000002,0.110175,0.04663,0.11104000000000001,0.038327999999999994,1527.0,15.9229293,13315.6363636,24.884,0.125,0.07,0.02,0.15,0.07,0.002,0.753,0.474,0.004,0.003,0.0002,0.7909999999999999,0.5710000000000001,0.035,3.1,59.0,0.5,6.9,0.08,2.6,23.1,4.2,64.5,0.8,3.7,0.17,2.7,24.2
22.0,42.533333299999995,15.7166667,42.533333299999995,3.0,0.32715500000000003,0.154245,0.132201,0.161148,0.039674400000000005,1566.0,10.707964599999999,13182.1845175,15.125,0.125,0.040999999999999995,0.02,0.191,0.204,0.001,0.6659999999999999,0.418,0.003,0.002,0.0001,0.7829999999999999,0.555,0.034,2.9,50.2,0.6,13.9,0.11,2.1,24.0,2.9,57.0,0.4,11.9,0.08,2.1,27.4
21.0,43.216666700000005,17.85,43.216666700000005,3.0,0.27295,0.14351,0.13308299999999998,0.11678399999999999,0.040276400000000004,1545.0,8.819512199999998,13297.4789916,12.655999999999999,0.0,0.04,0.02,0.12300000000000001,0.207,0.001,0.6679999999999999,0.455,0.003,0.003,0.0002,0.784,0.5660000000000001,0.035,2.9,58.1,0.3,11.9,0.09,2.3,25.0,3.3,58.7,0.3,8.3,0.09,2.2,26.3
18.0,48.05,20.5166667,48.05,2.9896507999999997,0.315765,0.136165,0.08843999999999999,0.14862,0.0398748,1538.0,12.4229765,13443.704305399999,19.825,0.073,0.039,0.02,0.19,0.135,0.001,0.705,0.43,0.003,0.003,0.0001,0.7809999999999999,0.5579999999999999,0.035,3.6,49.5,0.7,8.3,0.12,2.4,20.4,5.0,59.4,0.5,7.4,0.07,2.3,25.9
19.0,44.55,15.65,44.55,2.9896507999999997,0.27584000000000003,0.12090999999999999,0.152917,0.13003599999999998,0.0395889,1558.0,10.8102936,13514.3769968,15.753,0.07400000000000001,0.039,0.02,0.135,0.23800000000000002,0.001,0.6509999999999999,0.444,0.003,0.002,0.0001,0.784,0.561,0.035,3.4,55.7,0.4,11.4,0.08,2.3,24.4,4.1,58.6,0.7,9.4,0.08,2.3,26.0
14.0,43.2,15.016666699999998,43.2,2.4982491000000002,0.28012,0.09153,0.069199,0.106012,0.039702999999999995,1590.0,16.3822961,13025.527192,23.545,0.078,0.04,0.02,0.133,0.106,0.001,0.721,0.46799999999999997,0.003,0.003,0.0001,0.784,0.5660000000000001,0.037000000000000005,3.4,52.4,0.6,9.0,0.07,2.5,20.7,6.3,54.4,0.8,5.8,0.07,2.6,21.0
14.0,40.85,15.0,40.85,2.0,0.19949,0.053110000000000004,0.032716,0.081028,0.0388151,1585.0,10.8058752,12516.0,14.714,0.135,0.05,0.02,0.11,0.049,0.002,0.752,0.489,0.003,0.003,0.0003,0.778,0.563,0.037000000000000005,3.5,62.0,0.6,5.4,0.06,2.6,23.8,3.0,63.5,0.5,3.7,0.07,2.4,26.2
9.0,42.8833333,12.016666699999998,42.8833333,1.9442685000000002,0.31949,0.0904,0.14245,0.16852,0.038586199999999994,1619.0,12.5839098,12392.787794700002,17.988,0.12,0.027999999999999997,0.02,0.198,0.22,0.001,0.6579999999999999,0.419,0.003,0.002,0.0002,0.7879999999999999,0.557,0.036000000000000004,3.0,52.2,0.9,14.4,0.25,2.1,24.8,3.4,60.9,0.2,8.1,0.08,2.3,26.2
8.0,69.55,40.65,69.55,3.5184580000000003,0.29391999999999996,0.12542999999999999,0.191377,0.15883599999999998,0.0397315,1545.0,9.0728972,13427.3062731,21.034000000000002,0.145,0.0,0.02,0.163,0.298,0.001,0.617,0.42,0.002,0.002,0.0002,0.792,0.5579999999999999,0.037000000000000005,3.1,51.2,1.0,16.0,0.2,1.9,26.9,3.2,58.6,0.8,10.1,0.15,2.2,26.5
35.0,44.1833333,25.95,44.1833333,2.7835232000000003,0.33807,0.16046,0.19128699999999998,0.15487599999999999,0.0391959,1566.0,10.4421728,13040.4624277,15.379000000000001,0.086,0.0,0.02,0.157,0.298,0.001,0.618,0.418,0.002,0.002,0.0002,0.785,0.57,0.037000000000000005,2.6,55.5,0.3,13.4,0.08,2.1,26.1,2.9,60.4,0.3,6.1,0.07,2.2,28.0
36.0,42.8833333,23.5666667,42.8833333,3.3939394,0.30126,0.15255,0.191591,0.140528,0.0385048,1552.0,11.315584900000001,13539.462517700002,16.175,0.095,0.027000000000000003,0.02,0.135,0.299,0.001,0.615,0.428,0.002,0.002,0.0001,0.787,0.565,0.036000000000000004,2.9,55.2,0.3,13.4,0.09,2.1,26.1,3.4,60.6,0.3,7.6,0.08,2.3,26.2
31.0,43.533333299999995,21.35,43.533333299999995,2.0,0.369765,0.156505,0.214137,0.189936,0.0393314,1580.0,13.1561256,13278.6885246,19.090999999999998,0.145,0.028999999999999998,0.02,0.201,0.33299999999999996,0.001,0.597,0.39899999999999997,0.003,0.002,0.0001,0.78,0.557,0.033,3.4,43.4,0.9,8.9,0.1,2.0,21.7,3.5,57.5,0.4,8.0,0.08,2.1,27.7
26.0,41.8666667,20.8666667,41.8666667,2.741034,0.3011,0.1356,0.190668,0.16275599999999998,0.0429224,1568.0,16.7875796,12887.5399361,23.428,0.22899999999999998,0.038,0.02,0.16899999999999998,0.297,0.001,0.615,0.42200000000000004,0.002,0.003,0.0001,0.7829999999999999,0.55,0.037000000000000005,4.1,54.2,1.5,12.1,0.07,2.2,25.0,3.1,58.4,0.7,9.5,0.14,2.3,25.9
25.0,40.2,17.0,40.2,3.2896996,0.29530500000000004,0.131645,0.178645,0.14806,0.0399587,1577.0,12.469403,12924.7058824,16.709,0.07300000000000001,0.04,0.02,0.15,0.28,0.001,0.632,0.436,0.002,0.002,0.0001,0.795,0.573,0.037000000000000005,3.2,58.7,0.2,13.1,0.09,2.3,25.8,3.8,59.7,0.3,12.6,0.08,2.3,25.8
23.0,40.7,18.4833333,40.7,3.3302433,0.348885,0.18249500000000002,0.2228335,0.199222,0.0397018,1572.0,12.7743127,13338.503156,17.295,0.127,0.051,0.02,0.209,0.349,0.001,0.597,0.396,0.002,0.003,0.0002,0.7909999999999999,0.568,0.037000000000000005,3.0,59.2,0.3,14.8,0.07,2.3,25.6,3.3,53.8,0.5,7.7,0.07,2.6,20.9
11.0,43.6833333,19.4333333,43.6833333,2.6666667,0.30119,0.17854,0.2185195,0.152902,0.0403858,1581.0,16.0235025,13050.771869600001,23.331999999999997,0.113,0.052000000000000005,0.02,0.141,0.34299999999999997,0.001,0.595,0.43200000000000005,0.003,0.002,0.0003,0.787,0.563,0.037000000000000005,2.6,59.9,0.5,9.2,0.11,2.3,25.6,3.2,61.5,0.6,8.6,0.08,2.4,26.0
10.0,41.0,16.5166667,41.0,3.6257089,0.34826999999999997,0.1695,0.162356,0.160904,0.039902,1606.0,14.015853699999997,12569.1220989,19.155,0.191,0.048,0.02,0.17600000000000002,0.254,0.002,0.653,0.435,0.002,0.003,0.0004,0.7959999999999999,0.569,0.036000000000000004,3.5,58.1,0.2,11.8,0.06,2.3,25.6,3.1,58.9,0.3,12.2,0.08,2.3,25.6
11.0,41.0666667,22.716666699999998,41.0666667,3.1549567,0.31960500000000003,0.148595,0.174751,0.139036,0.0404149,1552.0,19.0066558,13148.0557594,26.018,0.13,0.046,0.02,0.138,0.27399999999999997,0.001,0.637,0.44799999999999995,0.003,0.004,0.0007,0.7929999999999999,0.564,0.037000000000000005,3.1,59.2,0.3,10.2,0.08,2.3,25.3,4.5,64.0,0.5,6.0,0.07,2.5,25.2
14.0,42.3333333,19.283333300000002,42.3333333,3.7464788999999996,0.33064499999999997,0.138425,0.0857545,0.150082,0.0405284,1571.0,17.139564399999998,13681.2445981,24.043000000000003,0.131,0.040999999999999995,0.02,0.191,0.133,0.001,0.718,0.44299999999999995,0.003,0.003,0.0004,0.7879999999999999,0.5589999999999999,0.037000000000000005,2.7,51.0,0.5,7.6,0.07,2.7,18.6,3.4,58.4,0.4,6.8,0.08,2.7,21.5
23.0,39.8333333,16.8166667,39.8333333,3.9430836000000005,0.315275,0.146335,0.125449,0.13894,0.0402148,1570.0,13.4502929,13615.064420200002,17.859,0.11199999999999999,0.045,0.02,0.158,0.196,0.001,0.684,0.449,0.003,0.002,0.0002,0.79,0.5710000000000001,0.037000000000000005,3.0,61.8,0.3,9.6,0.08,2.5,24.3,3.5,61.8,0.6,9.0,0.06,2.5,24.9
8.0,40.3666667,19.15,40.3666667,3.1143099,0.35370999999999997,0.17402,0.159201,0.161376,0.040073000000000004,1584.0,18.858681100000002,13225.065274200002,25.103,0.147,0.04,0.02,0.17800000000000002,0.249,0.001,0.649,0.42700000000000005,0.003,0.002,0.0002,0.7879999999999999,0.5529999999999999,0.037000000000000005,2.4,47.8,0.4,8.2,0.1,2.8,17.1,3.0,60.4,1.0,9.2,0.15,2.3,25.8
12.0,42.0,19.8166667,42.0,4.1005165,0.34920500000000004,0.16328499999999999,0.14443150000000002,0.14077,0.038989499999999996,1546.0,15.036519699999998,13603.7005887,20.93,0.109,0.04,0.02,0.153,0.226,0.002,0.669,0.447,0.003,0.003,0.0003,0.79,0.569,0.037000000000000005,3.0,57.9,0.3,8.0,0.07,2.7,21.1,3.7,63.0,0.3,6.0,0.06,2.5,25.6
15.0,40.8333333,21.6666667,40.8333333,3.6427061000000003,0.34005,0.17402,0.18829,0.162628,0.039902,1547.0,16.7414815,14112.0,22.601,0.133,0.048,0.02,0.168,0.295,0.001,0.625,0.431,0.003,0.003,0.0001,0.7909999999999999,0.564,0.038,4.2,61.6,0.4,9.8,0.1,2.6,23.7,3.4,56.8,0.6,7.3,0.08,2.7,21.0
14.0,41.033333299999995,21.8166667,41.033333299999995,3.2829006,0.350275,0.153115,0.175535,0.152528,0.040073000000000004,1556.0,14.245735199999999,13360.4278075,19.485,0.129,0.04,0.02,0.158,0.275,0.001,0.639,0.44,0.003,0.002,0.0002,0.792,0.564,0.038,3.1,64.9,0.2,9.0,0.06,2.6,24.8,3.6,67.5,0.4,5.9,0.07,2.8,24.0
13.0,42.6666667,20.8333333,42.6666667,3.4797235,0.362105,0.16780499999999998,0.12119100000000001,0.15372,0.039530800000000005,1562.0,14.7142969,13576.32,20.927,0.122,0.040999999999999995,0.02,0.182,0.18899999999999997,0.001,0.685,0.436,0.003,0.002,0.0001,0.789,0.565,0.037000000000000005,2.8,63.0,0.3,11.3,0.12,2.5,25.3,3.0,60.2,1.0,9.7,0.16,2.3,26.2
